FID,thermo_tecto_age,thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,heat_prod_provinces,thickness_crust,d_2_young_rift,lon,lat,upper_mantle_vel_structure,rock_type,age,magnetic_anomaly,depth_to_moho,lithos_asthenos_bdry,bougeur_gravity_anomaly,topography
494,5.0,13.00500011,12.0,-0.0165,679.2600098,4481.410156,4322.549805,665.5,16.68832016,0.95999998,37.9000015,769.8300171,-36.33331299,66.50012207,6.0,2,1.37678504,-30.5042,-44.5593987,77211.0,22.2285995,1535.130005
496,5.0,13.00300026,12.0,-0.0047,640.6099853,4440.069824,4279.709961,622.7600098,15.70031834,0.95999998,34.2599983,808.8599853,-35.33331299,66.50012207,6.0,2,1.30053246,-36.7812004,-39.2458992,55974.69922,58.4280014,1434.26001
498,5.0,13.00399971,12.0,-0.0307,1338.459961,4151.089844,5025.700195,1370.290039,32.59601212,0.95999998,39.6599998,196.6199951,-52.33331299,66.50012207,4.0,2,1.89194751,-139.6820068,-32.964901,97375.20313,62.014801,266.5239868
499,1.0,13.00399971,12.0,-0.0346,1295.22998,4190.02002,4981.319824,1326.030029,31.59905052,1.00999999,46.0,215.699997,-51.33331299,66.50012207,4.0,2,1.88139939,-160.4250031,-34.6585999,121760.0,85.4878998,227.7879944
500,5.0,13.00199985,12.0,-0.0117,957.710022,4492.129883,4627.25,971.5900269,23.6326046,0.95999998,41.0,491.3099976,-43.33331299,66.50012207,4.0,2,1.63431942,40.4546013,-33.6609993,209418.0,82.5731964,148.003006
501,5.0,13.00199985,12.0,-0.0118,916.3499756,4528.660156,4583.310059,927.4299927,22.63846207,0.95999998,39.2000008,531.1699829,-42.33331299,66.50012207,4.0,2,1.54634809,-69.2265015,-33.7305984,204898.0,57.0471992,41.098999
502,5.0,13.00399971,12.0,-0.0183,875.5499878,4564.899902,4539.47998,883.3599853,21.64486122,0.95999998,39.0,571.4099731,-41.33331299,66.50012207,4.0,2,1.47073436,-74.1177979,-33.4472008,170169.0,52.1343994,101.0189972
503,5.0,13.00399971,12.0,-0.0239,835.4299927,4600.839844,4495.779785,839.4099731,20.65187645,0.95999998,38.9000015,611.9500122,-40.33331299,66.50012207,4.0,2,1.40747809,21.6245995,-33.6927986,149038.0,56.0438995,-15.2518997
504,5.0,13.00300026,12.0,-0.0276,795.6699829,4607.169922,4452.220215,795.5999756,19.65960312,0.95999998,39.4500008,652.7199707,-39.33331299,66.50012207,4.0,2,1.38448465,-53.6716995,-35.7397995,161469.0,50.7564011,355.6570129
192,5.0,13.00399971,12.0,-0.0215,1199.47998,4248.859863,4854.720215,1196.800049,28.71410751,0.95999998,44.9799995,247.6100006,-48.33331299,67.50012207,4.0,2,1.96350062,35.0786018,-31.2026997,145735.0,84.6362991,101.6829987
193,5.0,13.00300026,12.0,-0.0276,1159.040039,4285.649902,4812.25,1154.420044,27.72183228,0.95999998,44.0600014,288.0,-47.33331299,67.50012207,4.0,2,1.94982767,23.8579998,-31.6662006,148730.0,78.6623001,-13.1504002
477,5.0,13.00399971,12.0,-0.0188,1405.910034,4061.199951,5067.580078,1409.430054,33.68233871,0.95999998,36.0,77.12999725,-53.33331299,67.50012207,4.0,2,1.92994249,15.3469,-30.1424999,98830.89844,127.9550018,47.4746017
478,5.0,13.00399971,12.0,-0.0147,1364.25,4099.209961,5024.990234,1366.859985,32.68791962,0.95999998,40.6300011,99.83999634,-52.33331299,67.50012207,4.0,2,1.92994249,0.613295,-30.9060993,134089.0,77.6464005,483.4660034
479,5.0,13.00399971,12.0,-0.0087,1322.699951,4136.990234,4982.390137,1324.300049,31.69384766,0.95999998,46.0,132.3500061,-51.33331299,67.50012207,4.0,2,1.93550313,-101.185997,-30.4845009,171230.0,87.8991013,32.0517998
480,5.0,13.00399971,12.0,-0.0118,1240.27002,4211.810059,4897.25,1239.26001,29.70690155,0.95999998,46.0,207.8200073,-49.33331299,67.50012207,4.0,2,1.95595682,-12.1225996,-30.2800999,158949.0,87.736702,199.5700073
481,5.0,13.00300026,12.0,-0.024,1118.98999,4322.180176,4769.830078,1112.109985,26.73013306,0.95999998,43.5,328.7600098,-46.33331299,67.50012207,4.0,2,1.88692856,-3.34023,-31.1159992,152541.0,78.0535965,30.6163998
482,5.0,13.0010004,12.0,-0.0136,1079.170044,4358.450195,4727.490234,1069.920044,25.73907471,0.95999998,43.5,369.769989,-45.33331299,67.50012207,4.0,2,1.84264886,36.6209984,-30.3535995,160104.0,77.6222,-143.7940063
483,5.0,13.0010004,12.0,-0.0054,1039.780029,4394.459961,4685.22998,1027.859985,24.74873734,0.95999998,43.5,409.019989,-44.33331299,67.50012207,4.0,2,1.81698859,-31.9263,-30.5592995,171345.0,81.2844009,130.6459961
484,5.0,13.00199985,12.0,-0.0063,1000.929993,4430.200195,4643.069824,985.9500122,23.75920868,0.95999998,41.0,447.5499878,-43.33331299,67.50012207,4.0,2,1.76085317,-28.5415001,-31.9123993,188708.0,77.9550018,32.2071991
485,5.0,13.00199985,12.0,-0.0147,962.3900147,4465.660156,4601.02002,944.2399902,22.77059555,0.95999998,39.4000015,486.5,-42.33331299,67.50012207,4.0,2,1.68612933,16.6285,-33.2985001,210006.0,62.2209015,41.9496002
486,5.0,13.00399971,12.0,-0.0243,923.4299927,4500.850098,4559.100098,902.7700195,21.78302002,0.95999998,39.4000015,525.7199707,-41.33331299,67.50012207,4.0,2,1.62187314,-73.2573013,-33.4897003,211380.0,50.1259995,260.3349915
487,5.0,13.00399971,12.0,-0.0278,884.7700195,4535.75,4517.310059,861.5599976,20.79663467,0.95999998,39.2000008,564.7000122,-40.33331299,67.50012207,4.0,2,1.56808436,-133.2550049,-32.8410988,211747.0,33.7220001,80.3887024
488,5.0,13.00300026,12.0,-0.0288,846.7999878,4570.359863,4475.689941,820.6799927,19.81161308,0.95999998,39.2999992,603.9199829,-39.33331299,67.50012207,4.0,2,1.53057206,-144.4550018,-33.3143005,213364.0,12.7503996,-6.4563098
489,5.0,13.00300026,12.0,-0.0305,809.6300049,4601.560059,4434.220215,780.2000122,18.82817078,0.95999998,39.0999985,643.3200073,-38.33331299,67.50012207,4.0,2,1.50443542,-27.3519993,-37.1165009,210970.0,27.1261005,685.8889771
491,5.0,13.00500011,12.0,-0.0362,773.3699951,4561.600098,4392.939941,740.1699829,17.84656906,0.95999998,40.0999985,682.8599853,-37.33331299,67.50012207,4.0,2,1.45099497,-45.7490997,-44.4452019,194943.0,-32.5681992,998.3010254
493,5.0,13.00500011,12.0,-0.0376,738.0700073,4521.919922,4351.859863,700.7000122,16.86712837,0.95999998,42.7000008,722.5,-36.33331299,67.50012207,4.0,2,1.37678504,-115.6380005,-51.3129997,150945.0,-39.7790985,1473.209961
495,5.0,13.00300026,12.0,-0.0323,702.4500122,4482.549805,4311.0,661.8900147,15.8902483,0.95999998,44.0499992,762.2299805,-35.33331299,67.50012207,4.0,2,1.30053246,-87.447197,-53.1918983,118003.0,-49.4399986,1324.849976
497,5.0,13.00300026,12.0,-0.019,667.7700195,4443.490234,4270.359863,623.8800049,14.91643429,0.95999998,42.5499992,802.0100098,-34.33331299,67.50012207,4.0,2,1.22223747,59.6328011,-47.571701,105986.0,-31.5268002,265.8269958
124,5.0,13.00300026,12.0,-0.0146,552.1599731,4380.700195,4191.450195,576.9899902,12.34908867,0.95999998,30.6000004,828.7399902,-31.33331299,68.50012207,6.0,3,1.37215996,-92.2834015,-38.9245987,68813.5,36.2304993,1146.780029
125,5.0,13.00300026,12.0,-0.0129,511.4299927,4345.060059,4153.910156,545.6699829,11.42365932,0.95999998,29.8199997,806.9099731,-30.33331299,68.50012207,6.0,3,1.29203999,-213.7839966,-37.5000992,42606.0,72.9255981,1100.939941
272,1.0,14.50399971,14.0,-0.0068,470.75,4307.589844,4116.680176,515.4899902,10.51189804,1.54999995,28.5499992,786.0,-29.33331299,68.50012207,6.0,1,1.22615254,48.3720016,-36.1706009,37376.19922,80.1477966,2506.76001
457,5.0,12.99600029,13.0,-0.0098,1391.109985,4049.389893,5026.200195,1372.329956,32.81005859,0.95999998,40.0,63.08000183,-52.33331299,68.50012207,4.0,2,2.00613761,-79.5028,-32.1736984,168109.0,72.8639984,-204.1609955
458,5.0,13.0,12.0,-0.0062,1351.939941,4085.949951,4985.419922,1331.76001,31.81980515,0.95999998,40.0,97.55999756,-51.33331299,68.50012207,4.0,2,2.01654315,-49.1627007,-33.1268005,184953.0,71.3543015,-138.4819946
459,5.0,13.0,12.0,-0.0109,1313.079956,4122.290039,4944.660156,1291.280029,30.83017921,0.95999998,42.0,135.3899994,-50.33331299,68.50012207,4.0,2,2.03735447,-69.5662003,-33.3983994,184522.0,71.6809998,123.1949997
460,5.0,12.99800015,12.0,-0.0229,1274.540039,4158.390137,4903.939941,1250.900024,29.84124756,0.95999998,42.0,174.3899994,-49.33331299,68.50012207,4.0,2,2.05727482,57.4776993,-33.4622993,175208.0,53.4597015,-146.6589966
461,5.0,12.99800015,12.0,-0.0343,1235.619995,4194.259766,4863.259766,1210.660034,28.85307693,0.95999998,42.0,213.5299988,-48.33331299,68.50012207,4.0,2,2.06334138,25.6618996,-33.6441002,160073.0,55.9510002,-13.5269003
462,5.0,12.99800015,12.0,-0.0359,1196.849976,4229.879883,4822.649902,1170.560059,27.86574936,0.95999998,43.9900017,252.5700073,-47.33331299,68.50012207,4.0,2,2.04465508,11.0545998,-33.8478012,168052.0,55.2589989,-93.1743011
463,5.0,12.99800015,12.0,-0.0258,1158.449951,4265.259766,4782.100098,1130.650024,26.8793602,0.95999998,43.1199989,291.9299927,-46.33331299,68.50012207,4.0,2,2.00121641,-21.7740993,-33.7797012,181437.0,53.0985985,-266.4490051
464,5.0,13.0,12.0,-0.0119,1120.449951,4300.399902,4741.640137,1090.949951,25.89401436,0.95999998,43.0099983,331.5,-45.33331299,68.50012207,4.0,2,1.96786261,-67.9073029,-33.4544983,182988.0,61.3653984,-144.9100037
465,5.0,13.0,12.0,-0.0048,1081.069946,4335.27002,4701.279785,1051.48999,24.90983772,0.95999998,43.0,371.1900024,-44.33331299,68.50012207,4.0,2,1.94459367,-1.36643,-33.3331985,182087.0,55.8712006,-78.7751007
466,5.0,13.00300026,12.0,-0.0097,1040.619995,4369.890137,4661.02002,1012.320007,23.92697144,0.95999998,41.0,410.9599915,-43.33331299,68.50012207,4.0,2,1.89934695,-25.8803997,-33.8003998,197866.0,44.1749001,-274.5310059
467,5.0,13.00300026,12.0,-0.0218,1000.109985,4404.25,4620.879883,973.4799805,22.94558716,0.95999998,39.5999985,450.7799988,-42.33331299,68.50012207,4.0,2,1.83212245,-43.1800995,-34.7043991,217528.0,44.9662018,-124.8150024
468,5.0,13.00399971,12.0,-0.0335,959.539978,4438.339844,4580.879883,935.0200195,21.96588326,0.95999998,39.5999985,490.6300049,-41.33331299,68.50012207,4.0,2,1.77778125,-5.4851899,-35.4931984,226760.0,45.4706993,96.1692963
469,5.0,13.00399971,12.0,-0.0388,918.9299927,4472.149902,4541.029785,896.4199829,20.98809242,0.95999998,39.7000008,530.5,-40.33331299,68.50012207,4.0,2,1.73101878,-11.2107,-35.8060989,231303.0,41.9054985,44.3804016
470,5.0,13.00199985,12.0,-0.0412,878.1900024,4505.700195,4501.339844,858.1500244,20.01249695,0.95999998,39.7000008,570.3599853,-39.33331299,68.50012207,4.0,2,1.67225504,54.6123009,-35.8256989,234006.0,25.4535999,8.3353205
471,5.0,13.00199985,12.0,-0.0439,837.4199829,4538.959961,4461.830078,820.3499756,19.03943253,0.95999998,39.5,610.2199707,-38.33331299,68.50012207,4.0,2,1.60149002,9.3199501,-36.1832008,232032.0,5.4769101,111.6679993
472,5.0,12.99499989,12.0,-0.0485,796.6300049,4571.939941,4422.509766,783.0999756,18.06931114,0.95999998,39.5999985,650.0599976,-37.33331299,68.50012207,4.0,2,1.52950001,20.1756992,-37.5107994,220153.0,6.9007902,339.480011
473,5.0,12.99499989,12.0,-0.0483,755.8300171,4564.379883,4383.390137,746.4899902,17.10263062,0.95999998,39.2000008,689.8699951,-36.33331299,68.50012207,4.0,2,1.456285,-49.1523018,-39.7673988,200866.0,-18.2276001,399.7950134
474,5.0,13.00300026,12.0,-0.0411,715.039978,4526.970215,4344.5,710.6199951,16.14001274,0.95999998,39.2900009,729.6599731,-35.33331299,68.50012207,4.0,2,1.38686812,53.6008987,-42.1623001,180642.0,-22.6930008,1355.900024
475,5.0,13.00300026,12.0,-0.0277,674.2600098,4489.879883,4305.839844,675.6199951,15.18222618,0.95999998,39.2000008,769.4099731,-34.33331299,68.50012207,4.0,2,1.32124937,-98.7137985,-43.6018982,169020.0,-18.2043991,816.25
476,5.0,13.0010004,12.0,-0.0174,633.5,4453.120117,4267.439941,641.6500244,14.2302494,0.95999998,36.7999992,809.1199951,-33.33331299,68.50012207,4.0,2,1.29796159,-68.1062012,-43.1556015,165382.0,-10.0897999,74.2521973
123,1.0,12.99600029,13.0,0.002,1377.77002,4001.699951,5029.350098,1383.560059,32.96210098,0.95999998,34.0,59.02999878,-52.33331299,69.50012207,4.0,3,2.12053251,-8.0780001,-29.7201996,201879.0,43.9247017,530.9760132
256,1.0,12.99600029,13.0,0.0061,1415.939941,3966.189941,5068.310059,1422.140015,33.94849014,0.95999998,34.6699982,20.38999939,-53.33331299,69.50012207,4.0,1,2.12053251,158.279007,-27.4650002,185999.0,86.4826965,1037.160034
257,5.0,13.00199985,12.0,-0.0324,836.4000244,4474.640137,4491.589844,866.3200073,19.30025864,0.95999998,39.9099998,595.3400269,-38.33331299,69.50012207,4.0,1,1.76039004,109.3280029,-37.8086014,241225.0,11.4081001,108.3089981
258,5.0,12.99499989,12.0,-0.0357,797.4299927,4506.5,4454.22998,832.6900024,18.34393692,0.95999998,39.7999992,634.2299805,-37.33331299,69.50012207,4.0,1,1.68650997,68.0736008,-38.0004005,233121.0,17.8146,168.3130035
259,5.0,12.99499989,12.0,-0.0379,758.4500122,4538.069824,4417.080078,799.8599853,17.39252663,0.95999998,39.2999992,673.0900269,-36.33331299,69.50012207,4.0,1,1.61528504,-2.82936,-37.8009987,218189.0,-8.9741697,515.065979
260,5.0,13.00300026,12.0,-0.0375,719.4699707,4569.370117,4380.160156,767.9500122,16.44688416,0.95999998,37.0,711.9199829,-35.33331299,69.50012207,4.0,1,1.55953932,54.3149986,-37.587101,206094.0,18.7464008,733.5960083
261,5.0,13.00300026,12.0,-0.0348,680.5100098,4533.930176,4343.490234,735.9299927,15.50806236,0.95999998,37.0,750.7000122,-34.33331299,69.50012207,4.0,1,1.51927316,118.6760025,-38.0171013,189190.0,32.4658012,848.9509888
262,5.0,13.0010004,12.0,-0.0346,641.5800171,4497.290039,4307.069824,703.960022,14.57738018,0.95999998,36.5999985,787.1799927,-33.33331299,69.50012207,4.0,1,1.48175597,-30.2483006,-39.5433998,153575.0,-12.3374004,819.8270264
263,5.0,13.0010004,12.0,-0.0375,602.6900024,4460.899902,4270.919922,673.0900269,13.65649986,0.95999998,38.4900017,762.2199707,-32.33331299,69.50012207,4.0,1,1.43896461,-85.3905029,-42.2868996,106595.0,-59.3117981,1241.48999
264,1.0,13.00300026,12.0,-0.0428,563.8800049,4424.790039,4235.060059,643.4699707,12.74754906,1.54999995,41.1500015,737.960022,-31.33331299,69.50012207,4.0,1,1.37215996,-98.472702,-45.5121002,67555.89844,-68.1996002,1419.589966
265,1.0,13.00300026,12.0,-0.0435,525.1599731,4388.959961,4199.509766,615.2700195,11.85326958,1.54999995,35.5800018,714.4799805,-30.33331299,69.50012207,4.0,1,1.29203999,-187.0570068,-48.3638,48144.10156,-72.8902969,1493.430054
266,1.0,14.50399971,14.0,-0.0394,486.5799866,4353.439941,4164.27002,588.7000122,10.97724915,1.54999995,35.0499992,691.8599853,-29.33331299,69.50012207,4.0,1,1.22615254,-90.1362991,-50.4286995,41871.69922,-40.1301003,1624.339966
267,1.0,14.50399971,14.0,-0.0294,448.1700134,4318.240234,4129.379883,563.9500122,10.12422848,1.54999995,38.8499985,670.2000122,-28.33331299,69.50012207,6.0,1,1.17449749,-337.6530151,-50.4964981,42876.30078,-34.3072014,959.382019
268,1.0,14.4989996,14.0,-0.0271,410.0,4283.370117,4094.840088,541.2600098,9.30053806,1.54999995,35.5499992,649.5999756,-27.33331299,69.50012207,6.0,1,1.13510752,-114.4670029,-46.917099,45906.19922,-51.0042992,21.7518005
269,1.0,14.4989996,14.0,-0.0194,372.1499939,4248.859863,4060.669922,520.8599853,8.51469326,1.54999995,32.1500015,630.1699829,-26.33331299,69.50012207,6.0,1,1.10798252,-73.2753983,-39.972599,46551.5,-0.289505,1601.650024
270,1.0,10.0010004,10.0,-0.0123,334.75,4214.720215,4026.889893,503.0100098,7.7781744,1.54999995,28.9500008,612.0300293,-25.33331299,69.50012207,6.0,1,1.07746255,76.4840012,-32.7636986,37981.89844,68.6631012,941.7479858
271,1.0,10.0010004,10.0,-0.0042,297.9700012,4180.959961,3993.52002,486.3099976,7.10633516,1.54999995,29.6200008,595.289978,-24.33331299,69.50012207,6.0,1,1.04354751,-107.2170029,-26.7696991,30069.90039,124.7050018,597.7940063
446,5.0,12.99800015,12.0,-0.0322,1262.780029,4106.950195,4912.629883,1268.47998,30.0083313,0.95999998,39.0,167.699997,-49.33331299,69.50012207,4.0,2,2.13889146,40.7947998,-33.5806007,212041.0,57.7128983,169.3379974
447,5.0,12.99800015,12.0,-0.0394,1224.300049,4141.589844,4873.830078,1230.410034,29.0258503,0.95999998,39.0,206.1600037,-48.33331299,69.50012207,4.0,2,2.13638115,-80.3543015,-33.8889999,206921.0,60.9199982,-40.0551987
448,5.0,12.99800015,12.0,-0.0358,1185.75,4176.0,4835.089844,1192.540039,28.04460716,0.95999998,39.0,244.8600006,-47.33331299,69.50012207,4.0,2,2.13143611,-36.1915016,-33.9859009,210467.0,53.9590988,66.8039017
449,5.0,12.99800015,12.0,-0.0243,1147.130005,4210.180176,4796.430176,1154.880005,27.06473732,0.95999998,43.0,283.6900024,-46.33331299,69.50012207,4.0,2,2.12405634,-15.2686005,-33.9770012,224373.0,53.0301018,39.3647003
450,5.0,13.0,12.0,-0.0129,1108.449951,4244.129883,4757.870117,1117.469971,26.08639526,0.95999998,43.0,322.6000061,-45.33331299,69.50012207,4.0,2,2.10905743,47.7448997,-33.9569016,216220.0,65.5811005,-118.6539993
451,5.0,13.0,12.0,-0.009,1069.719971,4277.830078,4719.410156,1080.349976,25.10975838,0.95999998,43.0,361.5599976,-44.33331299,69.50012207,4.0,2,2.08643961,-83.9169998,-34.1181984,210112.0,42.3101997,0.204742
452,5.0,13.00300026,12.0,-0.0142,1030.930054,4311.279785,4681.069824,1043.560059,24.13503647,0.95999998,43.0,400.5299988,-43.33331299,69.50012207,4.0,2,2.04718423,-110.7480011,-34.5676003,219143.0,30.4703007,63.8202019
453,5.0,13.00300026,12.0,-0.0232,992.0999756,4344.490234,4642.859863,1007.140015,23.16246986,0.95999998,41.0,439.519989,-42.33331299,69.50012207,4.0,2,1.99129128,-60.6683006,-35.2224998,232028.0,30.2504997,78.2143021
454,5.0,13.00399971,12.0,-0.0301,953.2299805,4377.439941,4604.790039,971.1400147,22.19234085,0.95999998,39.7000008,478.5,-41.33331299,69.50012207,4.0,2,1.9384588,-84.0764999,-35.9417992,235256.0,33.8843002,-50.5906982
455,5.0,13.00399971,12.0,-0.0318,914.3099976,4410.120117,4566.879883,935.6300049,21.22498512,0.95999998,39.7999992,517.460022,-40.33331299,69.50012207,4.0,2,1.89628124,38.0732002,-36.6225014,238441.0,25.0911999,-213.9129944
456,5.0,13.00199985,12.0,-0.0314,875.3699951,4442.509766,4529.140137,900.6599731,20.26079941,0.95999998,39.7999992,556.4099731,-39.33331299,69.50012207,4.0,2,1.83692503,96.6425018,-37.2687988,241335.0,28.0741997,50.1790009
45,1.0,10.00199985,10.0,-0.0126,275.9700012,4176.140137,3991.469971,529.2199707,6.9641943,1.00999999,26.3999996,462.6900024,-22.33331299,70.50012207,5.0,2,1.18773389,279.6470032,-27.7236004,21893.19922,117.0979996,880.5960083
46,5.0,13.00399971,12.0,-0.0271,546.4199829,4434.810059,4247.180176,694.2800293,12.34908867,0.95999998,39.9000015,628.1799927,-30.33331299,70.50012207,4.0,2,1.36948192,15.8043003,-37.1725998,72995.0,-26.1683998,1490.969971
47,2.0,14.50399971,14.0,-0.0186,439.3999939,4335.109863,4148.439941,632.2399902,9.92471695,1.54999995,31.7299995,557.0499878,-27.33331299,70.50012207,6.0,2,1.20378494,-144.4069977,-32.9534988,42670.60156,63.4159012,565.5349731
48,2.0,14.50399971,14.0,-0.0235,404.7000122,4302.549805,4116.240234,615.1400147,9.19238853,1.54999995,30.5799999,535.3599853,-26.33331299,70.50012207,6.0,2,1.16244495,-58.9942017,-30.6453991,37495.19922,160.4779968,1453.109985
108,5.0,12.9989996,12.0,-0.0431,655.9500122,4537.240234,4348.799805,770.7999878,14.98332405,0.95999998,38.0,702.539978,-33.33331299,70.50012207,4.0,3,1.61970818,-23.9027004,-36.1593018,167077.0,6.36939,602.1439819
109,5.0,12.9989996,12.0,-0.0402,619.25,4502.819824,4314.629883,743.9400024,14.08900261,0.95999998,37.0,677.9199829,-32.33331299,70.50012207,4.0,3,1.52537942,4.1969399,-36.2532005,114621.0,-12.9935999,956.3699951
121,1.0,13.00399971,12.0,0.0091,1395.699951,3922.040039,5071.540039,1437.150024,34.12477112,0.95999998,34.8100014,31.95999908,-53.33331299,70.50012207,4.0,3,2.20932007,-38.2164001,-25.8820992,209411.0,76.4067993,-579.1619873
122,1.0,10.00199985,10.0,-0.0236,305.9700012,4207.140137,4022.02002,550.5599976,7.38241148,1.00999999,26.6100006,478.3999939,-23.33331299,70.50012207,6.0,3,1.08882928,-118.2419968,-27.5620003,23771.09961,103.3499985,500.3150024
253,5.0,12.99600029,12.0,-0.0259,803.7299805,4442.540039,4488.060059,888.9000244,18.66815376,0.95999998,40.0999985,623.1500244,-37.33331299,70.50012207,4.0,1,1.84912825,7.8330598,-37.0367012,244335.0,16.6695004,27.594101
254,5.0,12.99600029,12.0,-0.0321,766.7199707,4473.0,4452.890137,858.0,17.73414803,0.95999998,40.0,659.7399902,-36.33331299,70.50012207,4.0,1,1.78055418,32.6223984,-37.5574989,226856.0,7.9516902,188.6380005
255,5.0,13.00300026,12.0,-0.0386,729.710022,4501.919922,4417.939941,827.9500122,16.80773544,0.95999998,39.7999992,696.289978,-35.33331299,70.50012207,4.0,1,1.73046875,38.8251991,-37.4627991,219268.0,6.6206298,221.378006
428,5.0,13.00399971,12.0,-0.0034,1359.060059,3956.219971,5034.419922,1400.780029,33.14362717,0.95999998,36.0,67.80999756,-52.33331299,70.50012207,4.0,2,2.20932007,47.1537018,-29.5870991,213267.0,47.4737015,1093.150024
429,5.0,12.99699974,12.0,-0.0169,1322.359985,3990.199951,4997.339844,1364.569946,32.16364288,0.95999998,37.0,104.6399994,-51.33331299,70.50012207,4.0,2,2.2098701,44.0567017,-33.1952019,225529.0,55.9686012,420.7409973
430,5.0,12.99699974,12.0,-0.0285,1285.579956,4023.97998,4960.299805,1328.550049,31.18493271,0.95999998,37.0,141.6900024,-50.33331299,70.50012207,4.0,2,2.21690989,-58.7019005,-35.719101,243954.0,52.7202988,542.5880127
431,5.0,12.9989996,12.0,-0.0346,1248.73999,4057.560059,4923.310059,1292.75,30.2076149,0.95999998,37.2999992,178.8099976,-49.33331299,70.50012207,4.0,2,2.21995902,29.5694008,-36.5610008,246190.0,51.6141014,313.5400085
432,5.0,12.9989996,12.0,-0.0327,1211.839966,4090.929932,4886.390137,1257.180054,29.2318325,0.95999998,38.2000008,215.9600067,-48.33331299,70.50012207,4.0,2,2.21761012,179.4179993,-36.1879005,245330.0,38.8364983,297.3529968
433,5.0,12.99600029,12.0,-0.0238,1174.890015,4124.080078,4849.549805,1221.880005,28.25774193,0.95999998,39.0,253.1199951,-47.33331299,70.50012207,4.0,2,2.22398782,93.3567963,-35.5811996,242925.0,44.2230988,261.3770142
434,5.0,12.99600029,12.0,-0.0135,1137.839966,4157.009766,4812.799805,1186.880005,27.28552818,0.95999998,41.0,290.269989,-46.33331299,70.50012207,4.0,2,2.2390914,132.3809967,-35.3811989,246050.0,45.8703995,-102.8980026
435,5.0,12.99600029,12.0,-0.0076,1100.699951,4189.709961,4776.149902,1152.22998,26.31539536,0.95999998,41.0,327.4200134,-45.33331299,70.50012207,4.0,2,2.23352003,-31.8838997,-35.777401,241180.0,53.9323006,-198.923996
436,5.0,12.99600029,12.0,-0.0099,1063.540039,4222.169922,4739.609863,1117.949951,25.34758377,0.95999998,41.0099983,364.5499878,-44.33331299,70.50012207,4.0,2,2.20727324,128.6710052,-36.5489998,235381.0,41.1156006,-72.7891998
437,5.0,12.99600029,12.0,-0.0176,1026.390015,4254.379883,4703.200195,1084.099976,24.38237,0.95999998,41.0,401.6499939,-43.33331299,70.50012207,4.0,2,2.17068958,44.0922012,-37.2831001,237901.0,29.3507004,-56.0881996
438,5.0,12.99600029,12.0,-0.0255,989.2399902,4286.359863,4666.930176,1050.72998,23.42007637,0.95999998,39.7000008,438.7399902,-42.33331299,70.50012207,4.0,2,2.12376881,-100.2570038,-37.4926987,242576.0,19.5792999,-84.4913025
439,5.0,13.0,12.0,-0.0286,952.1099853,4318.100098,4630.799805,1017.880005,22.46107674,0.95999998,39.7999992,475.7999878,-41.33331299,70.50012207,4.0,2,2.08525133,-16.7145004,-37.0657005,240644.0,31.4715996,-16.5256004
440,5.0,13.0,12.0,-0.027,915.0100098,4349.589844,4594.839844,985.6300049,21.5058136,0.95999998,39.9000015,512.8200073,-40.33331299,70.50012207,4.0,2,2.05513763,66.2104034,-36.4000015,243771.0,25.8530998,-65.1243973
441,5.0,13.00399971,12.0,-0.0235,877.9000244,4380.830078,4559.049805,952.8900147,20.55480385,0.95999998,39.9900017,549.8200073,-39.33331299,70.50012207,4.0,2,2.00091434,-76.1839981,-36.0644989,246994.0,28.6546993,-12.3462
442,5.0,13.00399971,12.0,-0.0225,840.789978,4411.810059,4523.459961,920.5599976,19.60867119,0.95999998,40.0999985,586.5200195,-38.33331299,70.50012207,4.0,2,1.92258167,-124.7429962,-36.3544998,248907.0,15.3009005,-3.9109199
443,5.0,13.00300026,12.0,-0.0422,692.7800293,4529.709961,4383.240234,798.8400269,15.8902483,0.95999998,38.0,726.9899902,-34.33331299,70.50012207,4.0,2,1.68807125,71.1626968,-36.8362999,208618.0,13.6745996,466.8630066
444,5.0,13.00399971,12.0,-0.035,582.7299805,4468.669922,4280.75,718.3800049,13.20984459,0.95999998,38.7999992,653.1300049,-31.33331299,70.50012207,4.0,2,1.44197059,36.3564987,-36.9359016,95953.79688,10.9980001,1246.160034
445,2.0,14.50199985,14.0,-0.0204,510.3699951,4401.25,4213.919922,671.7800293,11.51086426,1.54999995,32.7799988,603.5800171,-29.33331299,70.50012207,4.0,2,1.30604184,-108.8349991,-36.4586983,65415.80078,-1.09492,266.6879883
40,5.0,13.00399971,12.0,-0.0257,581.8400269,4482.580078,4296.850098,777.3599853,12.90348816,0.95999998,40.0,547.039978,-30.33331299,71.50012207,4.0,2,1.52436566,-31.4458008,-37.4319992,143691.0,6.1391802,1109.150024
41,2.0,14.50199985,14.0,-0.0178,548.3200073,4450.970215,4265.560059,754.5300293,12.10371876,1.54999995,40.0,522.3900147,-29.33331299,71.50012207,4.0,2,1.46582067,-21.6872005,-36.9113007,113335.0,-1.24913,38.6796989
42,2.0,14.50199985,14.0,-0.0129,513.4899902,4419.680176,4234.589844,732.9699707,11.33578396,1.54999995,40.8499985,497.5899963,-28.33331299,71.50012207,4.0,2,1.40595686,-138.5870056,-35.8274994,77886.70313,67.5427017,889.5100098
