FID,thermo_tecto_age,thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,heat_prod_provinces,thickness_crust,d_2_young_rift,lon,lat,upper_mantle_vel_structure,rock_type,age,magnetic_anomaly,depth_to_moho,lithos_asthenos_bdry,bougeur_gravity_anomaly,topography
43,2.0,14.50399971,14.0,-0.0133,478.8299866,4388.709961,4203.97998,712.0599976,10.60660172,1.54999995,40.4500008,472.6300049,-27.33331299,71.50012207,4.0,2,1.34114003,-123.1920013,-34.2989006,50719.10156,-18.3773994,1353.479981
44,2.0,9.998000145,11.0,-0.0248,409.4599915,4327.830078,4143.850098,667.710022,9.30053806,1.54999995,32.7000008,424.7999878,-25.33331299,71.50012207,6.0,2,1.22453558,-179.1410065,-31.1072998,42373.80078,82.4023972,1340.069946
106,5.0,12.9989996,12.0,-0.0412,647.5,4508.470215,4360.370117,823.4000244,14.57738018,0.95999998,37.0,596.1599731,-32.33331299,71.50012207,4.0,3,1.65556312,120.7030029,-36.6673012,197496.0,5.0372801,941.8140259
107,5.0,13.00399971,12.0,-0.0347,614.4299927,4514.490234,4328.459961,801.3499756,13.72953033,0.95999998,37.0,571.5200195,-31.33331299,71.50012207,4.0,3,1.58159184,72.6734009,-37.1888008,166676.0,-5.0578599,872.0549927
119,2.0,9.998000145,11.0,-0.0263,375.1099853,4297.930176,4114.370117,646.0900269,8.74642754,1.54999995,30.2399998,402.7000122,-24.33331299,71.50012207,6.0,3,1.20063686,-80.9159012,-29.8756008,36886.80078,74.5509033,482.993988
120,1.0,10.00199985,10.0,-0.0242,341.1099853,4268.430176,4085.290039,626.0300293,8.27647305,1.00999999,28.4300003,382.0899963,-23.33331299,71.50012207,6.0,3,1.18841195,-88.4307022,-29.0916996,28952.69922,101.5820007,-1.76458
248,1.0,10.00300026,10.0,0.0192,1450.939941,3814.110107,5074.399902,1528.869995,36.28360367,1.00999999,35.9799995,32.08000183,-55.33331299,71.50012207,4.0,1,2.24496007,-196.3359985,-23.6264,213212.0,150.2519989,447.3510132
249,1.0,10.00300026,10.0,0.0131,1415.859985,3847.25,5109.640137,1494.48999,35.30580521,0.95999998,35.6300011,15.88000011,-54.33331299,71.50012207,2.0,1,2.24496007,-176.5780029,-26.4999008,222047.0,109.8880005,-481.0629883
250,5.0,13.0,12.0,-0.0206,922.4799805,4290.77002,4624.859863,1037.619995,21.82888031,0.95999998,37.0,501.9700012,-40.33331299,71.50012207,2.0,1,2.18309021,-68.7222977,-37.2117004,252574.0,29.7157993,-106.3119965
251,5.0,13.00399971,12.0,-0.017,887.4899902,4319.299805,4591.029785,1007.909973,20.89258194,0.95999998,37.0,537.1300049,-39.33331299,71.50012207,2.0,1,2.14510155,-33.3246994,-36.9021988,251746.0,16.8167,-195.4199982
252,5.0,13.00399971,12.0,-0.0167,852.6099853,4347.180176,4557.390137,978.8800049,19.96246529,0.95999998,40.0,572.2600098,-38.33331299,71.50012207,2.0,1,2.08666468,-41.6543007,-36.9533005,246550.0,16.9951,53.1147003
411,5.0,13.00399971,12.0,-0.0135,1345.540039,3913.02002,5041.419922,1426.300049,33.35416031,0.95999998,37.0,78.94999695,-52.33331299,71.50012207,2.0,2,2.25986409,10.7271996,-34.2728004,239637.0,28.2681007,1563.569946
412,5.0,12.99699974,12.0,-0.0279,1310.319946,3945.620117,5006.209961,1392.52002,32.38055038,0.95999998,37.0,113.9700012,-51.33331299,71.50012207,2.0,2,2.27259493,25.2028008,-37.8790016,246627.0,79.5703964,823.4240112
413,5.0,12.99699974,12.0,-0.0372,1275.060059,3978.030029,4971.049805,1358.98999,31.40859795,0.95999998,37.0999985,149.1799927,-50.33331299,71.50012207,2.0,2,2.29060507,3.60113,-39.4562988,263900.0,43.2120018,804.8300171
414,5.0,12.9989996,12.0,-0.0392,1239.77002,4010.25,4935.959961,1325.73999,30.43846321,0.95999998,38.2000008,184.4600067,-49.33331299,71.50012207,2.0,2,2.30047727,-44.4145012,-38.9486008,268017.0,26.8619995,671.9580078
415,5.0,12.9989996,12.0,-0.0343,1204.469971,4042.26001,4900.950195,1292.800049,29.47032356,0.95999998,38.5999985,219.7700043,-48.33331299,71.50012207,2.0,2,2.30702853,-77.6490021,-37.6057014,264423.0,34.5292015,378.9989929
416,5.0,12.99600029,12.0,-0.0257,1169.150024,4074.080078,4866.02002,1260.130005,28.50438499,0.95999998,38.9000015,255.0899963,-47.33331299,71.50012207,2.0,2,2.32230997,-92.5588989,-36.7252007,260210.0,34.2075005,301.9519958
417,5.0,12.99600029,12.0,-0.0187,1133.829956,4105.689941,4831.180176,1227.119995,27.5408783,0.95999998,39.0,290.4100037,-46.33331299,71.50012207,2.0,2,2.34632158,74.1891022,-36.7307014,262921.0,32.2174988,218.4620056
418,5.0,12.99600029,12.0,-0.0166,1098.51001,4137.089844,4796.459961,1194.449951,26.58006859,0.95999998,39.2999992,325.7200012,-45.33331299,71.50012207,2.0,2,2.34124994,-37.4192009,-37.3713989,263215.0,28.5478001,105.0500031
419,5.0,12.99600029,12.0,-0.0193,1063.219971,4168.279785,4761.850098,1162.150024,25.62225533,0.95999998,39.5,361.019989,-44.33331299,71.50012207,2.0,2,2.30709481,-73.2494965,-38.0754013,255156.0,28.9039001,66.3303986
420,5.0,12.99600029,12.0,-0.024,1027.949951,4199.240234,4727.379883,1130.280029,24.66779327,0.95999998,39.5999985,396.2900085,-43.33331299,71.50012207,2.0,2,2.26986289,1.4012901,-38.4171982,253286.0,23.9211006,24.4074993
421,5.0,12.99600029,12.0,-0.0266,992.7299805,4229.97998,4693.040039,1098.859985,23.71708298,0.95999998,39.7999992,431.5499878,-42.33331299,71.50012207,2.0,2,2.22955465,152.647995,-38.2748985,257575.0,12.7905998,66.7682037
422,5.0,13.0,12.0,-0.0251,957.5700073,4260.490234,4658.870117,1067.959961,22.77059555,0.95999998,38.0,466.769989,-41.33331299,71.50012207,2.0,2,2.20063043,91.4299011,-37.7603989,253736.0,16.5102997,-95.680603
423,5.0,12.99600029,12.0,-0.0214,817.8699951,4374.779785,4523.959961,950.6099853,19.03943253,0.95999998,40.0999985,607.3599853,-37.33331299,71.50012207,2.0,2,2.03030109,594.1459961,-37.2694016,242533.0,21.0135002,19.0671997
424,5.0,12.99600029,12.0,-0.029,783.3099976,4402.089844,4490.75,923.1599731,18.12456894,0.95999998,39.9000015,642.4099731,-36.33331299,71.50012207,2.0,2,1.97601116,289.2550049,-37.5606003,230544.0,6.2832799,129.7290039
425,5.0,13.00300026,12.0,-0.0372,748.9400024,4429.109863,4457.77002,896.6300049,17.21917534,0.95999998,37.0,673.5499878,-35.33331299,71.50012207,2.0,2,1.8996563,-78.0562973,-37.5488014,229615.0,-1.37493,223.5910034
426,5.0,13.00300026,12.0,-0.0428,714.8200073,4455.850098,4425.040039,871.0999756,16.32482719,0.95999998,37.0,647.25,-34.33331299,71.50012207,4.0,2,1.82764375,69.3124008,-37.1562004,231250.0,6.6210799,399.9989929
427,5.0,12.9989996,12.0,-0.0444,680.9899902,4482.299805,4392.569824,846.6500244,15.44344521,0.95999998,37.0,621.4299927,-33.33331299,71.50012207,4.0,2,1.74627936,98.3067017,-36.6006012,217859.0,6.4363599,459.5880127
35,5.0,13.0010004,12.0,-0.0424,603.4000244,4483.27002,4348.450195,848.3400269,13.50925636,0.95999998,41.3499985,470.4100037,-30.33331299,72.50012207,4.0,2,1.66873419,85.8364029,-40.7443008,219538.0,-35.9702988,1713.180054
36,2.0,12.9989996,12.0,-0.034,539.4299927,4473.160156,4290.069824,806.9799805,12.0208149,1.54999995,43.2000008,419.8900147,-28.33331299,72.50012207,4.0,2,1.55136752,-45.5591011,-38.9628983,110586.0,-53.3791008,2011.229981
37,2.0,13.00399971,12.0,-0.0274,508.0100098,4444.109863,4261.379883,786.1199951,11.33578396,1.54999995,39.9000015,395.4599915,-27.33331299,72.50012207,4.0,2,1.47375178,-32.486599,-36.9095993,71770.10156,-1.54644,1540.099976
38,2.0,13.00399971,12.0,-0.0231,477.0899963,4415.399902,4233.049805,764.9000244,10.70046711,1.54999995,35.0,370.8800049,-26.33331299,72.50012207,6.0,2,1.3812412,-72.5711975,-34.5485001,68218.39844,30.4298992,365.5310059
39,2.0,13.0010004,12.0,-0.0224,446.769989,4387.040039,4205.080078,744.8900147,10.12422848,1.54999995,31.3999996,346.1499939,-25.33331299,72.50012207,6.0,2,1.33442318,-145.1600037,-32.4141998,80001.70313,105.5999985,1287.209961
105,5.0,13.0010004,12.0,-0.0414,635.8300171,4458.680176,4378.109863,869.5599976,14.30034924,0.95999998,39.0,496.6300049,-31.33331299,72.50012207,4.0,3,1.71530414,93.6446991,-40.3925018,222234.0,-14.3962002,1208.400024
117,1.0,13.00300026,12.0,-0.0158,384.769989,4331.419922,4150.299805,708.8900147,9.19238853,1.00999999,27.8500004,296.4700012,-23.33331299,72.50012207,6.0,3,1.27999437,-192.7689972,-28.1872005,58630.5,93.917099,-5.8839798
118,1.0,13.00300026,12.0,-0.0054,354.6799927,4304.180176,4123.52002,693.0499878,8.86002254,1.00999999,25.0499992,273.1000061,-22.33331299,72.50012207,6.0,3,1.26426816,-296.4110107,-25.9801998,56743.30078,130.6410065,-2.05264
242,5.0,13.00300026,12.0,-0.0173,1367.670044,3840.689941,5083.689941,1487.75,34.5615387,0.95999998,37.0,74.0,-53.33331299,72.50012207,2.0,1,2.30050445,-8.8186102,-38.3250999,250449.0,32.7436981,201.4069977
243,5.0,13.00300026,12.0,-0.024,1334.589966,3872.030029,5050.330078,1455.890015,33.59315491,0.95999998,37.0,106.1900024,-52.33331299,72.50012207,2.0,1,2.3310082,22.6861,-40.0517006,243394.0,21.9386005,385.7680054
244,5.0,12.99699974,12.0,-0.0305,1301.439941,3903.209961,5017.009766,1424.209961,32.62667465,0.95999998,37.5999985,137.3600006,-51.33331299,72.50012207,2.0,1,2.35855126,-41.8060989,-40.7397003,249729.0,18.1294994,385.7680054
245,5.0,12.99699974,12.0,-0.0347,1268.22998,3934.209961,4983.759766,1392.73999,31.66228104,0.95999998,38.2999992,169.0299988,-50.33331299,72.50012207,2.0,1,2.38313365,-5.8659701,-40.1791,268667.0,28.8817997,567.6060181
246,5.0,12.99499989,12.0,-0.0236,1101.48999,4086.469971,4818.759766,1239.339966,26.8793602,0.95999998,39.5,330.6499939,-45.33331299,72.50012207,2.0,1,2.44225383,-83.9963989,-37.4989014,277451.0,17.9627991,-21.3801994
247,5.0,12.99499989,12.0,-0.0238,1068.050049,4114.689941,4786.100098,1209.650024,25.93260574,0.95999998,39.7999992,363.7099915,-44.33331299,72.50012207,2.0,1,2.40988207,-7.4087701,-37.1721992,265409.0,27.9992008,-59.6848984
393,1.0,13.00300026,12.0,-0.0114,1433.640015,3777.52002,5083.910156,1551.949951,36.5034256,0.95999998,35.3400002,13.26000023,-55.33331299,72.50012207,4.0,2,2.28525257,-27.0454006,-34.3886986,241214.0,82.547699,-471.2049866
394,5.0,13.00399971,12.0,-0.0353,1234.969971,3965.040039,4950.569824,1361.5,30.70016289,0.95999998,38.4000015,201.4199982,-49.33331299,72.50012207,2.0,2,2.39896512,-54.614399,-38.9687996,277040.0,40.5626984,617.1599731
395,5.0,13.00399971,12.0,-0.0325,1201.660034,3995.689941,4917.470215,1330.51001,29.74054527,0.95999998,38.7000008,233.050003,-48.33331299,72.50012207,2.0,2,2.40484524,-1.42295,-37.9286995,272922.0,48.6500015,508.7690125
396,5.0,13.00300026,12.0,-0.0284,1168.310059,4026.149902,4884.459961,1299.800049,28.78367615,0.95999998,38.9000015,265.2099915,-47.33331299,72.50012207,2.0,2,2.42044902,-17.7178001,-37.5215988,265041.0,34.5262985,284.9379883
397,5.0,13.00300026,12.0,-0.0251,1134.920044,4056.419922,4851.560059,1269.400024,27.82983971,0.95999998,39.2000008,297.7900085,-46.33331299,72.50012207,2.0,2,2.44577599,-129.5659943,-37.5205002,269849.0,15.6838999,76.7493973
398,5.0,12.99699974,12.0,-0.0247,1034.579956,4142.689941,4753.560059,1180.369995,24.98999786,0.95999998,39.9000015,396.9100037,-43.33331299,72.50012207,2.0,2,2.37722087,126.9769974,-36.6641998,262003.0,33.9547005,-149.4559937
399,5.0,12.99699974,12.0,-0.0249,1001.109985,4170.439941,4721.180176,1151.530029,24.05202675,0.95999998,40.0999985,430.2099915,-42.33331299,72.50012207,2.0,2,2.34427071,-27.6002007,-36.3079987,268932.0,30.4426003,-7.21383
400,5.0,13.00399971,12.0,-0.0244,967.6400147,4197.959961,4688.950195,1123.180054,23.11925697,0.95999998,40.0999985,463.5799866,-41.33331299,72.50012207,2.0,2,2.31896019,60.6447983,-36.3403015,263012.0,18.0224991,57.3837013
401,5.0,13.00399971,12.0,-0.0238,934.1799927,4225.200195,4656.899902,1095.359985,22.19234085,0.95999998,37.0,497.0,-40.33331299,72.50012207,2.0,2,2.30128932,77.5733032,-36.7970009,251124.0,17.0303993,109.7050018
402,5.0,12.99600029,12.0,-0.0235,900.7399902,4252.189941,4625.029785,1068.119995,21.27204704,0.95999998,40.0,530.4500122,-39.33331299,72.50012207,2.0,2,2.26448488,29.0009003,-37.5335999,245843.0,10.3059998,148.7369995
403,5.0,12.99600029,12.0,-0.0243,867.3300171,4278.919922,4593.350098,1041.5,20.35927391,0.95999998,40.0499992,563.9199829,-38.33331299,72.50012207,2.0,2,2.20854712,-67.9123993,-38.3194008,236957.0,3.07322,205.2109985
404,5.0,13.0,12.0,-0.0252,833.960022,4305.399902,4561.879883,1015.559998,19.45507622,0.95999998,40.3499985,597.3900147,-37.33331299,72.50012207,2.0,2,2.16128325,-147.6710052,-38.9541016,235459.0,11.5388002,297.0859985
405,5.0,13.0,12.0,-0.0263,800.6599731,4331.620117,4530.629883,989.7000122,18.56071091,0.95999998,40.0299988,630.8599853,-36.33331299,72.50012207,2.0,2,2.12269306,-106.3860016,-39.3264999,231132.0,10.3303003,346.3359985
406,5.0,12.99600029,12.0,-0.0278,767.4400024,4357.569824,4499.609863,964.0100098,17.67766953,0.95999998,39.5,605.789978,-35.33331299,72.50012207,2.0,2,2.05718517,75.5565033,-39.4211006,233675.0,16.1019993,830.632019
407,5.0,12.99600029,12.0,-0.0297,734.3200073,4383.259766,4468.839844,939.0900269,16.80773544,0.95999998,39.5,577.9899902,-34.33331299,72.50012207,4.0,2,1.96475959,55.0786018,-39.3338013,240038.0,21.8647995,584.526001
408,5.0,12.99800015,12.0,-0.0325,701.3300171,4408.680176,4438.319824,915.0,15.95305634,0.95999998,39.5,550.4899902,-33.33331299,72.50012207,4.0,2,1.87355745,116.862999,-39.2803001,237811.0,3.49874,750.8109741
409,5.0,12.99800015,12.0,-0.0373,668.4899902,4433.819824,4408.069824,891.7999878,15.11621666,0.95999998,39.4000015,523.3499756,-32.33331299,72.50012207,4.0,2,1.78357863,106.935997,-39.6996994,230335.0,-6.75278,928.1879883
410,2.0,12.9989996,12.0,-0.0396,571.25,4502.529785,4319.100098,828.2199707,12.74754906,1.54999995,43.9000015,444.7900085,-29.33331299,72.50012207,4.0,2,1.61408865,92.8389969,-40.2719002,166868.0,-43.8698997,1676.430054
30,2.0,12.9989996,12.0,-0.0469,607.9699707,4431.120117,4374.47998,904.5100098,13.43502903,1.54999995,47.0499992,381.2099915,-29.33331299,73.50012207,4.0,2,1.72713542,148.1670074,-47.0686989,207399.0,-130.147995,1893.609985
31,2.0,12.9989996,12.0,-0.0388,578.8099976,4454.120117,4347.359863,884.0999756,12.74754906,1.54999995,46.7000008,353.5299988,-28.33331299,73.50012207,4.0,2,1.66378188,87.0833969,-43.5817986,156852.0,-80.7522964,1059.180054
32,2.0,13.00399971,12.0,-0.0285,550.1400147,4476.850098,4320.569824,864.6199951,12.10371876,1.54999995,42.4000015,326.2900085,-27.33331299,73.50012207,4.0,2,1.59400177,32.3403015,-39.4054985,125728.0,21.0244999,941.4290161
33,2.0,13.00399971,12.0,-0.0212,522.0599976,4474.410156,4294.120117,846.1900024,11.51086426,1.54999995,37.2000008,299.6099853,-26.33331299,73.50012207,4.0,2,1.51779509,5.6550202,-35.6475983,142504.0,28.7203007,1786.599976
34,2.0,13.0010004,12.0,-0.0193,494.6600037,4447.930176,4268.029785,828.8900147,10.97724915,1.54999995,33.5999985,273.6600037,-25.33331299,73.50012207,4.0,2,1.45614934,-30.3031006,-32.9975014,166541.0,63.7144012,663.4260254
116,2.0,13.00300026,12.0,-0.0171,442.5100098,4396.009766,4216.970215,797.9199829,10.12422848,1.54999995,30.7900009,224.2299957,-23.33331299,73.50012207,4.0,3,1.38224816,16.2831001,-29.6266994,134619.0,89.2740021,932.4420166
240,1.0,13.00300026,12.0,-0.0088,415.75,4370.620117,4192.02002,784.3599853,9.82344151,1.00999999,28.8999996,199.6699982,-22.33331299,73.50012207,4.0,1,1.39047933,14.4664001,-27.5893002,146653.0,97.4742966,43.1997986
241,1.0,10.00199985,10.0,0.004,386.7200012,4345.609863,4167.47998,772.1799927,9.61769199,1.00999999,25.7999992,175.0,-21.33331299,73.50012207,4.0,1,1.39459503,48.2919006,-25.2229004,155840.0,155.2059937,564.3280029
319,5.0,12.99800015,12.0,-0.0342,697.7299805,4360.470215,4457.680176,964.2700195,15.70031834,0.95999998,39.2000008,465.980011,-32.33331299,73.50012207,4.0,3,1.92204177,-19.5396996,-46.8576012,235741.0,-52.0423012,1392.089966
320,5.0,13.0010004,12.0,-0.0442,667.4899902,4384.290039,4429.649902,944.6199951,14.91643429,0.95999998,39.5999985,437.4899902,-31.33331299,73.50012207,4.0,3,1.84991419,46.9191017,-48.6547012,236172.0,-27.0865002,851.3930054
369,5.0,13.00300026,12.0,-0.0311,1417.410034,3743.449951,5095.310059,1570.869995,36.74914932,0.95999998,36.0,45.63000107,-55.33331299,73.50012207,2.0,2,2.36583757,108.9599991,-33.3802986,240350.0,94.5954971,138.3090057
370,5.0,13.00300026,12.0,-0.0301,1385.959961,3773.600098,5124.120117,1540.869995,35.78407288,0.95999998,37.0999985,74.68000031,-54.33331299,73.50012207,2.0,2,2.36583757,50.7841988,-34.6333008,246247.0,35.9977989,138.3090057
371,5.0,13.00300026,12.0,-0.0294,1354.459961,3803.610107,5092.600098,1511.050049,34.82097244,0.95999998,38.0,105.1399994,-53.33331299,73.50012207,2.0,2,2.38796806,-27.8050003,-35.6893997,250826.0,32.553299,136.3910065
372,5.0,13.00300026,12.0,-0.0299,1322.920044,3833.419922,5061.140137,1481.430054,33.86000443,0.95999998,38.2000008,136.2100067,-52.33331299,73.50012207,2.0,2,2.43222928,-36.4015999,-36.2829018,243944.0,37.8694,371.5570068
373,5.0,12.99699974,12.0,-0.0322,1291.359985,3861.840088,5029.72998,1452.040039,32.90136719,0.95999998,38.5,167.5599976,-51.33331299,73.50012207,2.0,2,2.46773887,20.0632,-36.3563995,247752.0,42.2450981,387.9309998
374,5.0,12.99699974,12.0,-0.0356,1259.77002,3890.060059,4998.390137,1422.890015,31.94526482,0.95999998,38.5999985,198.449997,-50.33331299,73.50012207,2.0,2,2.49449635,106.8860016,-36.2322006,259369.0,32.4487,333.7290039
375,5.0,13.00399971,12.0,-0.0389,1228.160034,3918.090088,4967.129883,1394.01001,30.99193382,0.95999998,38.7999992,229.4400024,-49.33331299,73.50012207,2.0,2,2.51542234,-5.2124701,-36.2601013,269928.0,37.7943993,254.727005
376,5.0,13.00399971,12.0,-0.0405,1196.550049,3945.929932,4935.950195,1365.430054,30.04163742,0.95999998,38.9000015,260.6700134,-48.33331299,73.50012207,2.0,2,2.51106071,-24.5680008,-36.5904999,268676.0,33.8367996,238.0879974
377,5.0,13.00300026,12.0,-0.0397,1164.930054,3973.560059,4904.870117,1337.160034,29.09467316,0.95999998,39.2999992,292.0499878,-47.33331299,73.50012207,2.0,2,2.51840472,-93.2741013,-37.0517998,255106.0,41.0870018,113.0849991
378,5.0,13.00300026,12.0,-0.0358,1133.329956,4000.97998,4873.899902,1309.23999,28.15137672,0.95999998,39.5,323.519989,-46.33331299,73.50012207,2.0,2,2.53745461,-63.6604996,-37.2466011,259023.0,24.0757999,23.6273994
379,5.0,12.99499989,12.0,-0.03,1101.73999,4028.159912,4843.040039,1281.689941,27.21212959,0.95999998,39.5999985,354.6700134,-45.33331299,73.50012207,2.0,2,2.53653145,-57.9192009,-37.0001984,267006.0,20.7854996,-32.8279991
380,5.0,12.99499989,12.0,-0.0238,1070.189941,4055.120117,4812.319824,1254.560059,26.27736664,0.95999998,39.9000015,385.6000061,-44.33331299,73.50012207,2.0,2,2.51563501,-31.2590008,-36.4729996,264177.0,23.0452995,-294.5509949
381,5.0,12.99699974,12.0,-0.0195,1038.670044,4081.870117,4781.72998,1227.859985,25.34758377,0.95999998,40.0,416.730011,-43.33331299,73.50012207,2.0,2,2.49276352,-24.9136009,-36.0786018,261290.0,24.7166004,-86.7366028
382,5.0,12.99699974,12.0,-0.0182,1007.210022,4108.390137,4751.299805,1201.640015,24.42334938,0.95999998,40.0,448.0100098,-42.33331299,73.50012207,2.0,2,2.46791673,25.9060001,-36.2028008,261229.0,13.1731005,-176.125
383,5.0,13.00399971,12.0,-0.0202,975.8300171,4134.689941,4721.02002,1175.920044,23.50531769,0.95999998,40.0999985,479.2799988,-41.33331299,73.50012207,2.0,2,2.44024062,96.3696976,-36.9646988,260429.0,15.9517002,-122.7659988
384,5.0,13.00399971,12.0,-0.0244,944.5200195,4160.75,4690.919922,1149.880005,22.59424782,0.95999998,40.0999985,510.5100098,-40.33331299,73.50012207,2.0,2,2.4097352,55.1026993,-38.1776009,250628.0,13.7733002,-80.4180984
385,5.0,12.99600029,12.0,-0.028,913.3300171,4186.569824,4661.0,1124.359985,21.69101143,0.95999998,40.0999985,541.8499756,-39.33331299,73.50012207,2.0,2,2.35906482,247.9720001,-39.4308014,245243.0,6.9640598,-182.996994
386,5.0,12.99600029,12.0,-0.0289,882.25,4212.160156,4631.279785,1099.410034,20.79663467,0.95999998,40.0,573.2800293,-38.33331299,73.50012207,2.0,2,2.28822947,80.680603,-40.2989998,238566.0,1.22285,341.7290039
387,5.0,13.0,12.0,-0.0262,851.3200073,4237.509766,4601.759766,1075.079956,19.91230774,0.95999998,39.9000015,604.7700195,-37.33331299,73.50012207,2.0,2,2.24207449,-87.5167007,-40.6575012,236722.0,7.6156502,-60.8292007
388,5.0,13.0,12.0,-0.0214,820.5700073,4262.609863,4572.459961,1051.410034,19.03943253,0.95999998,39.7999992,581.2700195,-36.33331299,73.50012207,2.0,2,2.22060013,201.5870056,-40.7798004,234574.0,19.4043007,707.7620239
389,5.0,12.99600029,12.0,-0.0178,789.8400269,4287.459961,4543.390137,1028.439941,18.17965889,0.95999998,39.5999985,552.2999878,-35.33331299,73.50012207,2.0,2,2.16922784,560.5089722,-41.2206993,234658.0,10.6890001,1089.630005
390,5.0,12.99600029,12.0,-0.0183,758.9400024,4312.049805,4514.560059,1006.22998,17.33493614,0.95999998,39.5999985,523.4199829,-34.33331299,73.50012207,2.0,2,2.08795762,-88.5009995,-42.4205017,234346.0,-21.5018005,1089.630005
391,5.0,12.99800015,12.0,-0.0244,728.2299805,4336.390137,4485.990234,984.8200073,16.50757408,0.95999998,39.4000015,494.6300049,-33.33331299,73.50012207,2.0,2,2.00556231,-134.3370056,-44.4527016,235397.0,-50.9742012,819.5650024
392,5.0,13.0010004,12.0,-0.0492,637.5499878,4407.839844,4401.910156,924.1500244,14.15980244,0.95999998,43.2999992,409.2200012,-30.33331299,73.50012207,4.0,2,1.78917944,113.7300034,-48.875,235703.0,-46.4998016,1615.77002
23,2.0,13.00300026,12.0,-0.0355,627.6099853,4377.870117,4406.390137,966.1599731,13.50925636,1.54999995,37.0,313.730011,-28.33331299,74.50012207,4.0,2,1.7592088,34.6711998,-44.792099,208888.0,-78.865799,1204.390015
24,2.0,12.9989996,12.0,-0.0319,572.5700073,4421.009766,4356.879883,933.3300171,12.34908867,1.54999995,35.5999985,255.5200043,-26.33331299,74.50012207,4.0,2,1.63890457,-7.6509399,-40.024601,207083.0,-56.0530014,923.1329956
25,2.0,12.99800015,12.0,-0.0366,545.7199707,4442.169922,4332.640137,918.4400024,11.85326958,1.54999995,35.25,226.4799957,-25.33331299,74.50012207,4.0,2,1.5769707,-63.0177994,-38.1106987,220479.0,-1.25181,906.0239868
26,2.0,12.99800015,12.0,-0.0413,519.4199829,4463.049805,4308.740234,904.6300049,11.42365932,1.54999995,35.25,197.5299988,-24.33331299,74.50012207,4.0,2,1.50933361,-75.8347015,-36.5423012,213093.0,12.7062998,839.5969849
27,2.0,13.00300026,12.0,-0.0418,493.769989,4462.160156,4285.220215,891.9400024,11.06797218,1.54999995,35.2999992,168.7100067,-23.33331299,74.50012207,4.0,2,1.50026369,177.9179993,-35.0318985,215360.0,92.1734009,1522.550049
28,2.0,13.00300026,12.0,-0.0338,468.8800049,4438.560059,4262.060059,880.4199829,10.79351616,1.54999995,29.2000008,140.1199951,-22.33331299,74.50012207,4.0,2,1.51262629,-56.0032997,-33.2766991,228880.0,91.3255997,457.2690125
29,2.0,12.99800015,12.0,-0.0182,444.8800049,4415.339844,4239.299805,870.1300049,10.60660172,1.54999995,28.7399998,111.949997,-21.33331299,74.50012207,4.0,2,1.54283082,-132.0110016,-31.1151009,219091.0,93.9550018,97.5238037
104,5.0,13.00199985,12.0,-0.0443,709.5,4311.220215,4483.0,1022.02002,15.57241154,0.95999998,38.0,401.1400147,-31.33331299,74.50012207,4.0,3,1.95707691,7.40763,-47.5387993,233900.0,-39.1991005,794.2219849
115,1.0,12.99800015,12.0,0.0004,421.9500122,4392.5,4216.939941,861.0900269,10.51189804,1.00999999,28.0699997,84.63999939,-20.33331299,74.50012207,6.0,3,1.76893544,77.0185013,-28.0783005,196862.0,123.7929993,-38.0568008
239,1.0,10.00199985,10.0,0.0148,400.2600098,4370.049805,4195.0,853.3699951,10.51189804,1.00999999,27.2299995,59.38000107,-19.33331299,74.50012207,6.0,1,1.83111,-100.75,-24.816,183831.0,140.3999939,-305.5150146
316,5.0,12.99800015,12.0,-0.0399,736.3699951,4288.490234,4509.120117,1040.900024,16.32482719,0.95999998,38.7999992,430.2600098,-32.33331299,74.50012207,4.0,3,2.01996708,48.1618996,-46.4838982,234957.0,-45.5974998,392.2730103
317,5.0,13.00199985,12.0,-0.045,683.0999756,4333.689941,4457.160156,1002.700012,14.84924221,0.95999998,37.0,372.0,-30.33331299,74.50012207,4.0,3,1.89708126,174.1309967,-47.7268982,239337.0,-34.1477013,1239.449951
318,2.0,13.00300026,12.0,-0.0412,655.6799927,4355.910156,4431.620117,983.9899902,14.15980244,1.54999995,37.0,342.8599853,-29.33331299,74.50012207,4.0,3,1.83112514,49.6062012,-46.7638016,232135.0,-32.6997986,1562.449951
325,5.0,12.99600029,12.0,-0.0132,1372.040039,3648.850098,5049.700195,1621.800049,38.94226456,0.95999998,34.9700012,7.9000001,-57.33331299,74.50012207,2.0,2,2.63630009,129.5370026,-27.6877003,226798.0,114.7080002,-155.9960022
345,5.0,12.99699974,12.0,-0.0192,1338.849976,3704.370117,5108.569824,1576.949951,37.02026367,0.95999998,37.2000008,64.62999725,-55.33331299,74.50012207,2.0,2,2.50528765,45.4874001,-33.5876999,241994.0,60.596199,296.6010132
346,5.0,12.99699974,12.0,-0.0229,1322.26001,3731.899902,5133.0,1554.76001,36.06244659,0.95999998,37.7999992,94.33000183,-54.33331299,74.50012207,2.0,2,2.50528765,128.6880035,-36.3989983,255188.0,60.9910011,164.7590027
347,5.0,12.99600029,12.0,-0.0267,1305.709961,3759.27002,5103.399902,1532.72998,35.10697937,0.95999998,38.2999992,124.0599976,-53.33331299,74.50012207,2.0,2,2.51503253,155.0570068,-38.1902008,261732.0,46.5199013,321.4899902
