FID,thermo_tecto_age,thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,heat_prod_provinces,thickness_crust,_lithk_cona,_depth_to_moho_?,d_2_young_rift,OBJECTID_1,lon,lat,_num_in_cell,_num_in_continent,GHF,upper_mantle_vel_structure,_lithology_HM_unmodified,rock_type,age,magnetic_anomaly,depth_to_moho,_depth_to_moho_pasyanos,lithos_asthenos_bdry,_airy_gravity_anomaly,bougeur_gravity_anomaly,topography,_continent
91,1,12.996,13.0,-0.032900002,1520.93,1082.77,2701.43,772.78,17.10263138,0.959999979,39.0,210.0,-38.75,1443.51,12617,-122.333313,64.50012207,2,18947,68.4356003,1,5,3,2.31705618,208.4779968,-38.3841019,45798.39844,226221.0,-1.48071,93.5791016,203.1080017,North America
92,1,12.997,13.0,-0.027799999,1489.15,1010.52,2698.51,700.49,15.5724115,0.959999979,41.0,210.0,-40.74,1465.76,12614,-125.333313,64.50012207,10,18947,67.8368988,2,5,3,2.08795619,-66.4203033,-33.9632988,41002.5,149321.0,-28.7984009,47.6901016,380.6579895,North America
93,1,12.997,13.0,-0.027799999,1489.15,1010.52,2698.51,700.49,15.5724115,0.959999979,41.0,210.0,-40.74,1465.76,12615,-124.333313,64.50012207,3,18947,67.3370972,2,5,3,2.17643881,-46.4355011,-33.6343002,43645.80078,170206.0,2.53743,87.4101028,332.5180054,North America
94,1,12.499,13.0,-0.034299999,1382.93,937.03,2587.19,636.14,14.91643389,1.440000057,39.0,200.0,-38.53,1359.17,12355,-125.333313,63.50012207,3,18947,69.3410034,2,5,3,1.95140254,-7.4771099,-37.3059006,45038.0,129669.0,20.1338005,59.0508003,819.0739746,North America
95,1,10.5,11.0,-0.070699997,1505.49,457.62,2846.13,201.56,11.51086443,1.440000057,35.9099998,100.0,-35.19,987.73,12337,-143.333313,63.50012207,1,18947,63.8703995,6,8,2,0.98438752,-49.6403999,-34.6851006,48554.10156,75666.79688,19.1329002,61.8723984,824.0910034,North America
96,1,13.003,12.0,-0.0363,1399.48,976.45,2587.93,675.6,15.70031847,1.440000057,39.0,210.0,-38.6,1345.51,12357,-123.333313,63.50012207,2,18947,72.4838028,2,5,3,2.13103747,-78.3878021,-34.5183983,44661.5,189850.0,-7.1915798,70.2033997,481.6199951,North America
97,1,12.499,13.0,-0.034299999,1382.93,937.03,2587.19,636.14,14.91643389,1.440000057,39.0,200.0,-38.53,1359.17,12356,-124.333313,63.50012207,7,18947,72.7479019,2,5,3,2.03249741,-98.3426971,-35.3250999,44659.5,164453.0,14.1704998,79.7580032,390.2290039,North America
98,1,13.003,12.0,-0.0352,1418.27,1017.12,2590.34,714.58,16.50757402,0.959999979,39.0,200.0,-38.63,1334.29,12358,-122.333313,63.50012207,1,18947,76.8002014,1,5,3,2.24702239,2.2541001,-35.8972015,44486.0,213437.0,1.82133,85.6837006,354.5270081,North America
99,1,10.504,11.0,-0.062100001,1479.26,462.38,2819.51,206.15,10.9772492,1.440000057,35.1300011,100.0,-34.29,1036.28,12339,-141.333313,63.50012207,1,18947,84.4259033,6,8,2,1.00545061,71.4810028,-33.1730995,41913.5,64695.60156,19.3516998,65.2733994,840.0599976,North America
100,1,19.001,12.0,0.0111,1334.69,738.89,2617.76,448.15,10.9772492,1.440000057,43.0,170.0,-41.52,1487.65,12350,-130.333313,63.50012207,1,18947,96.0251007,4,5,3,1.37451673,-29.6019001,-40.5976982,44090.19922,142428.0,8.6182098,-6.0283999,1384.579956,North America
101,1,10.498,11.0,-0.039799999,1849.66,606.17,3172.39,277.2,19.03943276,1.440000057,35.9099998,100.0,-35.58,500.18,12328,-152.333313,63.50012207,1,18947,99.0,6,5,3,0.95340127,-10.1695004,-27.5216999,44330.19922,54276.0,15.3340998,103.9560013,322.5369873,North America
102,5,13.0,12.0,-0.037300002,1462.2,1101.55,2600.17,797.13,18.17965896,0.959999979,39.0,210.0,-38.67,1319.43,12360,-120.333313,63.50012207,2,18947,91.1095963,1,5,3,2.52649379,-129.3730011,-40.6645012,46644.10156,177781.0,8.70714,98.5642014,341.5549927,North America
103,6,13.0,12.0,-0.0218,1557.93,1342.28,2563.56,1019.7,18.82817038,0.959999979,35.3600006,220.0,-35.15,1228.76,12120,-114.333313,62.50012207,1,18947,57.0589981,1,9,1,3.30315995,-147.7420044,-39.1925011,40548.0,229481.0,-28.6741009,72.4775009,198.2180023,North America
104,5,12.499,13.0,-0.037900001,1422.82,1146.03,2507.57,827.76,19.45507646,0.959999979,36.0499992,210.0,-35.72,1203.62,12115,-119.333313,62.50012207,3,18947,93.118103,1,5,3,2.55206561,17.9985008,-39.1808014,45638.10156,185354.0,-4.6784902,79.6014023,466.5620117,North America
105,1,13.003,12.0,-0.038899999,1296.06,914.48,2476.67,610.5,15.11621646,1.440000057,39.0,190.0,-38.65,1238.06,12110,-124.333313,62.50012207,3,18947,80.4401016,2,5,3,1.91805744,-102.1760025,-36.1175003,47545.5,138703.0,27.0333004,66.9044037,756.0250244,North America
106,1,10.498,11.0,-0.0429,1310.3,413.24,2648.05,220.16,8.860022573,1.440000057,34.0,100.0,-32.96,1212.06,12096,-138.333313,62.50012207,1,18947,86.0,6,8,2,0.88962376,-73.4992981,-33.3614998,40170.0,56723.39844,7.3801899,32.9151993,1167.170044,North America
107,1,13.003,12.0,-0.038899999,1296.06,914.48,2476.67,610.5,15.11621646,1.440000057,39.0,200.0,-38.65,1238.06,12111,-123.333313,62.50012207,4,18947,82.5397034,2,5,3,2.02415252,-150.9279938,-33.6955986,46623.39844,155084.0,17.0275993,92.5597,113.927002,North America
108,1,13.0,12.0,-0.0328,1340.28,1004.58,2483.68,692.95,16.80773631,0.959999979,39.0,200.0,-38.78,1215.63,12113,-121.333313,62.50012207,6,18947,90.5811005,2,5,3,2.26710367,-115.3069992,-35.5617981,45499.89844,174011.0,-2.7809601,89.9355011,214.5850067,North America
109,5,13.0,12.0,-0.032499999,1365.76,1051.01,2489.88,736.67,17.67766953,0.959999979,39.0,210.0,-38.64,1208.69,12114,-120.333313,62.50012207,2,18947,93.3578033,1,5,3,2.41078115,-45.3731995,-38.5410004,46668.60156,157076.0,24.7490005,110.8560028,467.5669861,North America
110,1,13.003,12.0,-0.036699999,1317.0,959.02,2479.28,650.78,15.95305613,0.959999979,39.0,200.0,-38.69,1225.44,12112,-122.333313,62.50012207,7,18947,86.9168015,2,5,3,2.13822746,-150.8769989,-33.3521004,44560.10156,182744.0,-15.9148998,71.4417038,347.6000061,North America
111,6,12.503,13.0,0.033500001,2268.04,3451.53,4130.02,2507.04,34.27097898,0.959999979,37.3600006,220.0,-36.89,142.12,11902,-74.33331299,61.50012207,1,18947,37.8889008,1,8,2,2.70454001,-135.3580017,-37.1016998,44527.0,257110.0,-11.6247997,83.219101,326.5209961,North America
112,5,12.499,13.0,-0.037900001,1422.82,1146.03,2507.57,827.76,19.45507646,0.959999979,36.0499992,210.0,-35.72,1203.62,12116,-118.333313,62.50012207,1,18947,90.5871964,1,5,3,2.69095683,87.2068024,-38.6032982,44762.0,196211.0,-10.8972998,81.5506973,230.6309967,North America
113,1,10.5,11.0,-0.077200003,1413.54,346.39,2753.65,126.69,10.70046728,1.440000057,33.5999985,100.0,-32.39,1016.81,12092,-142.333313,62.50012207,1,18947,87.7036972,6,10,1,0.91280752,-195.9210052,-37.6699982,43743.69922,68370.60156,28.5317993,40.8572998,1233.449951,North America
114,1,19.002,12.0,0.0126,1235.15,570.27,2548.9,319.06,8.860022573,1.440000057,39.0,100.0,-37.87,1455.29,12101,-133.333313,62.50012207,1,18947,97.7778015,3,5,3,1.04824877,-48.9229012,-36.4300003,46995.60156,103196.0,-15.6141005,-4.3419499,1370.75,North America
115,6,12.503,13.0,0.033500001,2268.04,3451.53,4130.02,2507.04,34.27097898,0.959999979,37.3600006,220.0,-36.89,142.12,11903,-73.33331299,61.50012207,3,18947,37.7778015,1,8,2,2.66867495,-132.0469971,-39.2513008,44023.0,254469.0,-17.7061996,72.1613998,528.0670166,North America
116,5,12.497,13.0,-0.0277,1334.73,1111.8,2398.75,786.35,19.03943276,0.959999979,42.5,210.0,-42.3,1092.31,11874,-118.333313,61.50012207,16,18947,90.4100037,1,5,3,2.60914898,-82.1950989,-37.6357002,44317.60156,225952.0,-15.3437004,84.3544006,142.326004,North America
117,5,12.498,13.0,-0.025800001,1369.16,1163.24,2411.1,836.04,18.6681547,0.959999979,42.5,210.0,-42.33,1094.48,11875,-117.333313,61.50012207,10,18947,92.4225998,1,5,3,2.76940989,-69.2940979,-36.8322983,43190.89844,234888.0,-19.8971004,82.0835037,158.951004,North America
118,5,12.498,13.0,-0.0217,1405.32,1215.0,2425.29,886.36,18.34393633,0.959999979,42.5,210.0,-42.32,1099.99,11876,-116.333313,61.50012207,3,18947,89.3749008,1,5,3,2.94689989,130.1439972,-37.2249985,42468.19922,244891.0,-23.9734001,78.8473969,187.5939941,North America
119,1,13.003,12.0,-0.036699999,1317.0,959.02,2479.28,650.78,15.95305613,0.959999979,39.0,200.0,-38.69,1225.44,11870,-122.333313,61.50012207,10,18947,91.4979019,2,5,3,2.01644015,-84.6501999,-33.7555008,45363.89844,168468.0,-13.0418997,71.9399033,238.1199951,North America
120,5,12.497,13.0,-0.0264,1302.2,1060.76,2388.27,737.44,18.12456896,0.959999979,39.0,200.0,-38.76,1093.51,11873,-119.333313,61.50012207,3,18947,91.8622971,1,5,3,2.43932676,68.9765015,-38.9538994,44469.60156,217822.0,-15.7918997,81.0558014,187.720993,North America
121,5,13.003,13.0,-0.024800001,1271.71,1010.17,2379.67,688.85,17.21917536,0.959999979,39.0,200.0,-38.78,1098.08,11872,-120.333313,61.50012207,10,18947,93.4504013,1,5,3,2.28245878,-35.2038994,-38.4528999,43846.10156,203662.0,9.0869398,104.612999,168.8529968,North America
122,1,19.002,12.0,-0.008,1112.07,560.04,2400.1,292.49,9.300537619,1.440000057,43.0,120.0,-41.67,1307.54,11862,-130.333313,61.50012207,2,18947,112.1330032,3,1,3,1.1472199,-41.6834984,-38.6859016,47520.69922,163653.0,7.2822399,5.7486901,1417.560059,North America
123,1,12.498,13.0,-0.035999998,1173.28,814.41,2364.56,502.71,13.72953022,1.440000057,41.0,190.0,-39.91,1148.64,11868,-124.333313,61.50012207,1,18947,84.814003,2,5,3,1.80507493,-125.9250031,-35.1455002,48162.0,140420.0,19.5765991,51.5751991,962.9119873,North America
124,5,13.003,13.0,-0.024800001,1271.71,1010.17,2379.67,688.85,17.21917536,0.959999979,39.0,200.0,-38.78,1098.08,11871,-121.333313,61.50012207,4,18947,92.9077988,2,5,3,2.13854504,-37.9380989,-35.5803986,43815.10156,188816.0,-1.67967,90.6513977,187.6519928,North America
125,1,13.001,13.0,-0.0361,1194.03,862.11,2365.42,546.89,14.57737974,1.440000057,41.0,200.0,-40.51,1131.34,11869,-123.333313,61.50012207,5,18947,87.9944,2,5,3,1.91614401,-167.4850006,-33.8308983,49229.89844,124606.0,-2.2011001,62.5955009,667.7609863,North America
126,1,19.0,12.0,-0.0061,1044.48,324.0,2378.54,208.35,6.519202405,1.440000057,38.5499992,100.0,-37.3,1421.37,11623,-135.333313,60.50012207,1,18947,67.2778015,6,9,1,0.77110499,263.7390137,-34.7229996,46308.19922,69797.0,7.67699,22.2450008,1437.819946,North America
127,1,17.997,16.0,-0.0175,1033.05,668.33,2257.7,354.19,11.51086443,1.440000057,39.0,170.0,-37.95,1093.84,11632,-126.333313,60.50012207,1,18947,65.004097,4,5,3,1.40842819,-33.719101,-35.6077995,46889.5,160260.0,12.7350998,35.7574005,891.3280029,North America
128,5,12.497,13.0,-0.019099999,1214.41,1033.66,2278.84,700.58,17.73414785,0.959999979,41.0,200.0,-40.58,982.38,11639,-119.333313,60.50012207,6,18947,84.3480988,2,5,3,2.30739188,25.6515007,-41.0808983,40576.10156,275481.0,-11.9730997,67.1681976,410.3680115,North America
129,1,13.003,13.0,-0.0163,1149.12,926.89,2262.35,596.7,15.89024858,0.959999979,41.0,200.0,-40.46,996.63,11637,-121.333313,60.50012207,18,18947,88.5021973,2,5,3,1.99567223,46.7526016,-37.7416992,41524.5,230745.0,3.6361599,74.5835037,584.7849731,North America
130,5,13.003,13.0,-0.0185,1180.62,980.17,2269.56,648.29,16.80773631,0.959999979,41.0,200.0,-40.47,987.61,11638,-120.333313,60.50012207,18,18947,87.3559036,2,5,3,2.14849925,81.0085983,-41.3860016,41064.69922,257660.0,-0.288454,72.0746994,646.539978,North America
131,1,13.001,13.0,-0.0189,1093.8,821.5,2254.17,496.52,14.0890028,1.440000057,41.0,190.0,-40.59,1025.59,11634,-124.333313,60.50012207,20,18947,80.1465988,2,5,3,1.69915748,-179.5509949,-34.3522987,45563.0,177006.0,22.9696999,63.3325005,1032.410034,North America
132,5,12.497,13.0,-0.0162,1250.3,1087.45,2290.16,753.42,18.12456896,0.959999979,41.0,210.0,-40.61,981.0,11640,-118.333313,60.50012207,22,18947,82.8725967,1,5,3,2.4723506,-177.1849976,-38.8656998,41511.69922,279192.0,-4.6059499,78.2869034,316.4620056,North America
133,5,12.498,13.0,-0.012,1288.1,1141.47,2303.48,806.7,17.73414785,0.959999979,42.5,210.0,-42.1,983.48,11641,-117.333313,60.50012207,29,18947,84.3422012,1,5,3,2.63788009,-0.472087,-37.9831009,41166.5,269394.0,-15.224,70.0357971,565.1469727,North America
134,1,19.002,12.0,-0.0134,1000.75,482.86,2291.62,208.16,8.514693183,1.440000057,43.0,130.0,-41.77,1222.66,11628,-130.333313,60.50012207,1,18947,108.6729965,6,5,3,1.01127052,-47.8219986,-38.4081993,50148.80078,109711.0,-24.0725002,-14.3253002,1352.530029,North America
135,5,12.498,13.0,-0.0084,1327.65,1195.69,2318.76,860.32,17.39252713,0.959999979,40.1100006,210.0,-39.88,989.81,11642,-116.333313,60.50012207,8,18947,84.4769974,1,5,3,2.8134501,-18.1222,-38.7378998,41377.0,272631.0,-0.92376,93.0535965,216.7649994,North America
136,1,13.001,13.0,-0.0189,1093.8,821.5,2254.17,496.52,14.0890028,1.440000057,41.0,190.0,-40.59,1025.59,11635,-123.333313,60.50012207,15,18947,84.7830963,2,3,3,1.81081724,-55.1567993,-33.9020004,45703.19922,177913.0,-20.6238995,48.0974998,305.6069946,North America
137,1,13.001,13.0,-0.016100001,1120.11,873.95,2257.21,546.02,14.98332406,0.959999979,41.0,190.0,-40.52,1009.34,11636,-122.333313,60.50012207,24,18947,88.0673981,2,5,3,1.8831116,-78.0231018,-34.6506996,43123.89844,203298.0,0.95959,73.0347977,486.3999939,North America
138,5,12.999,12.0,-0.0066,1368.78,1250.07,2335.97,914.22,17.10263138,0.959999979,42.0,210.0,-41.79,999.89,11643,-115.333313,60.50012207,4,18947,81.7771988,1,5,3,2.97959995,-151.0650024,-39.6138992,41970.89844,264279.0,-19.3374004,76.8890991,228.3630066,North America
139,1,17.999,16.0,-0.0125,1009.51,571.76,2270.54,271.28,9.924716621,1.440000057,43.0,150.0,-42.0,1153.54,11629,-129.333313,60.50012207,1,18947,107.9089966,6,1,3,1.10067952,-28.1858006,-36.8674011,48871.89844,140285.0,-2.1300399,23.0531998,733.9420166,North America
140,1,12.498,13.0,-0.021400001,1050.08,718.53,2254.42,400.88,12.34908904,1.440000057,39.0,170.0,-38.02,1068.04,11633,-125.333313,60.50012207,2,18947,68.1278,4,5,3,1.54813218,3.5286601,-35.0639,45564.80078,167108.0,23.8999996,53.8529015,811.2020264,North America
141,1,10.8,17.005,-0.0149,907.1,284.82,2233.53,128.37,6.041522987,1.440000057,37.3300018,100.0,-36.27,1264.61,11409,-133.333313,59.50012207,2,18947,98.305603,6,3,3,0.75096124,-62.6691017,-34.7022018,44886.10156,50750.69922,12.0389004,36.5508003,1148.76001,North America
142,1,17.999,16.0,-0.0125,1009.51,571.76,2270.54,271.28,9.924716621,1.440000057,43.0,150.0,-42.0,1153.54,11630,-128.333313,60.50012207,1,18947,95.2758026,4,1,3,1.1774627,-16.9431992,-35.7625008,47433.60156,167343.0,7.3299499,30.2579002,937.3859863,North America
143,1,10.8,16.998,-0.0154,889.44,419.48,2183.4,126.85,7.778174593,1.440000057,39.0,110.0,-37.61,1142.28,11412,-130.333313,59.50012207,1,18947,104.0510025,6,9,3,0.92432749,-54.8216019,-39.1553993,47537.80078,72843.70313,-2.04286,-0.679121,1484.729981,North America
144,5,15.0,15.0,-0.0041,1170.3,1072.6,2181.83,735.85,17.21917536,0.959999979,41.0,200.0,-40.44,869.69,11424,-118.333313,59.50012207,42,18947,75.2841034,1,3,3,2.34244609,-76.6977005,-40.3792,36816.19922,308641.0,-8.2568102,64.0600967,545.4979858,North America
145,5,15.497,16.0,-0.0017,1643.75,1628.07,2413.69,1218.47,15.70031847,0.959999979,41.0,230.0,-40.69,1076.06,11434,-108.333313,59.50012207,1,18947,54.3889008,1,3,3,3.63918686,-66.8559036,-39.3171997,43692.39844,306360.0,-25.6128006,63.8763008,251.6309967,North America
146,1,18.003,16.0,-0.0109,969.35,737.88,2141.92,405.6,12.74754878,1.440000057,43.0,170.0,-42.41,943.6,11418,-124.333313,59.50012207,2,18947,71.973999,2,3,3,1.57729912,436.8450012,-31.8188992,39112.30078,216037.0,-21.9178009,31.0242996,566.5209961,North America
147,5,15.502,16.0,-0.0087,1541.04,1516.38,2352.79,1119.68,15.50806242,0.959999979,41.0,220.0,-40.71,1007.62,11432,-110.333313,59.50012207,1,18947,61.0278015,1,9,1,3.51603699,169.0630035,-38.1151009,46562.69922,300287.0,-24.1676006,68.7069016,303.8410034,North America
148,5,15.0,15.0,-0.0041,1170.3,1072.6,2181.83,735.85,17.21917536,0.959999979,41.0,200.0,-40.44,869.69,11423,-119.333313,59.50012207,45,18947,76.9442978,2,3,3,2.21654701,-14.8952999,-46.0279999,36864.0,301026.0,-18.5599995,51.2010002,622.3029785,North America
149,5,15.998,15.0,0.0034,1211.79,1128.89,2196.2,789.46,16.80773631,0.959999979,41.0,200.0,-40.58,872.57,11425,-117.333313,59.50012207,37,18947,75.3495026,1,3,3,2.49807739,76.012001,-36.7244987,36463.30078,300765.0,4.6838999,84.4988022,323.3009949,North America
150,5,16.004,15.0,0.0042,1299.7,1241.13,2231.23,882.18,16.14001239,0.959999979,41.0,210.0,-40.32,891.57,11427,-115.333313,59.50012207,8,18947,74.4192963,1,3,3,2.85684752,-98.7696991,-37.9824982,39824.80078,293795.0,-1.1458499,61.3205986,901.5889893,North America
151,1,18.005,13.99,-0.0084,1093.24,960.35,2159.58,624.28,16.4468842,0.959999979,41.0,190.0,-40.47,877.36,11422,-120.333313,59.50012207,8,18947,79.5597,2,3,3,2.07096672,-250.8350067,-46.9536018,39181.10156,289829.0,-20.4410992,49.5038986,528.5969849,North America
152,5,15.998,15.0,0.0058,1254.98,1185.22,2212.68,837.64,16.4468842,0.959999979,41.0,210.0,-40.55,879.9,11426,-116.333313,59.50012207,13,18947,75.4801025,1,3,3,2.66997743,-163.3840027,-36.6921005,37291.19922,297503.0,11.2579002,85.259697,450.9249878,North America
153,1,18.005,13.99,-0.0026,1058.11,904.46,2151.77,568.87,15.50806242,0.959999979,43.0,190.0,-42.44,887.81,11421,-121.333313,59.50012207,7,18947,80.3507996,2,3,3,1.90570498,406.2929993,-38.9570999,38506.39844,261467.0,2.9444001,69.8641968,581.5170288,North America
154,1,17.999,14.0,-0.0001,1025.57,848.66,2146.22,513.85,14.57737974,0.959999979,43.0,190.0,-42.51,902.47,11420,-122.333313,59.50012207,5,18947,79.1925964,2,3,3,1.78244102,71.0943985,-31.4267998,39450.19922,240748.0,-0.894609,66.8796997,584.867981,North America
155,1,17.999,14.0,-0.0043,995.9,793.11,2142.93,459.35,13.65650028,1.440000057,43.0,180.0,-42.54,921.15,11419,-123.333313,59.50012207,4,18947,75.7613983,2,3,3,1.70117474,492.0090027,-29.8988991,40573.0,224340.0,-5.1375198,61.5042992,457.9110107,North America
156,5,16.004,15.0,0.0027,1345.77,1295.52,2251.77,928.07,15.89024858,0.959999979,41.0,210.0,-40.41,907.4,11428,-114.333313,59.50012207,6,18947,70.9235992,1,3,3,3.05868745,475.3280029,-38.656601,42360.39844,303715.0,-3.3653901,67.5157013,701.2369995,North America
157,1,18.997,12.0,-0.0178,892.32,470.01,2170.93,164.27,8.514693183,1.440000057,39.0,100.0,-37.87,1102.89,11413,-129.333313,59.50012207,1,18947,105.2129974,6,6,3,0.99147612,-103.0660019,-37.8404999,46879.19922,88061.0,25.3064995,35.7327003,1013.75,North America
158,1,15.0,15.0,0.0027,1095.72,1044.73,2073.8,709.64,16.32482772,0.959999979,41.0,200.0,-40.56,758.38,11220,-118.333313,58.50012207,41,18947,68.3516998,1,3,3,2.21943569,331.7650146,-42.9003983,32242.30078,307390.0,-11.0709,63.7352982,427.618988,North America
159,1,10.8,16.998,-0.021600001,778.14,377.03,2075.5,88.02,7.106335202,1.440000057,35.7000008,100.0,-34.58,1062.56,11208,-130.333313,58.50012207,2,18947,92.6840973,6,3,3,0.86298251,-77.5384979,-37.1203995,43726.10156,56624.69922,6.4948702,18.6592007,1251.050049,North America
160,5,15.503,16.0,0.0077,1714.23,1690.06,2394.33,1288.75,15.18222645,0.959999979,38.0,220.0,-37.57,1080.18,11232,-106.333313,58.50012207,1,18947,33.7778015,1,3,3,3.56456065,14.4420996,-41.4756012,46537.89844,302348.0,-30.1149998,48.6748009,434.1809998,North America
161,5,15.998,15.0,0.017899999,1188.23,1156.92,2107.13,798.47,15.50806242,0.959999979,41.0,210.0,-40.61,770.41,11222,-116.333313,58.50012207,14,18947,66.5833969,1,3,3,2.51648259,-110.7269974,-36.6362,32477.09961,293847.0,-8.9277201,72.3999023,291.9110107,North America
162,5,15.999,15.0,0.0095,1337.2,1327.51,2173.45,934.95,14.71393897,0.959999979,41.0,210.0,-40.73,825.48,11225,-113.333313,58.50012207,1,18947,59.8078003,1,3,3,2.96008062,-117.1309967,-37.3446999,42013.89844,288541.0,-12.5707998,75.5891037,235.602005,North America
163,1,17.999,14.0,-0.0033,901.09,772.06,2031.7,442.98,13.28533026,0.959999979,43.0,170.0,-42.23,818.5,11215,-123.333313,58.50012207,7,18947,67.2434998,4,3,3,1.58721638,-5.2515502,-36.6741982,37353.39844,242012.0,-31.7357006,5.8405299,1139.979981,North America
164,5,16.004,15.0,0.0137,1236.69,1213.5,2127.12,842.62,15.18222645,0.959999979,41.0,210.0,-40.53,784.08,11223,-115.333313,58.50012207,17,18947,65.6467972,1,3,3,2.67296743,153.1710052,-37.0270996,37020.19922,289052.0,-5.1866298,75.4465027,256.7219849,North America
165,1,18.005,13.99,0.0095,971.29,879.81,2041.28,556.39,15.11621646,0.959999979,43.0,190.0,-42.52,779.68,11217,-121.333313,58.50012207,9,18947,72.3888016,2,3,3,1.86864328,169.5149994,-38.8723984,33784.19922,263401.0,-10.2586002,58.2713013,441.0469971,North America
166,1,15.0,15.0,-0.0019,1052.09,989.16,2060.59,666.81,16.32482772,0.959999979,41.0,200.0,-40.52,760.27,11218,-120.333313,58.50012207,11,18947,72.0945969,2,3,3,2.04986095,-321.6669922,-45.2346001,32708.40039,279483.0,-15.6604996,55.7579994,409.3720093,North America
167,5,15.998,15.0,0.0136,1141.18,1100.71,2089.33,753.32,15.89024858,0.959999979,41.0,200.0,-40.62,761.78,11221,-117.333313,58.50012207,18,18947,67.3398972,1,3,3,2.35000253,-149.1699982,-38.1874008,32103.69922,301940.0,-19.2327995,60.8135986,351.8080139,North America
168,1,18.997,12.0,-0.020500001,781.52,432.97,2062.01,122.86,7.90569415,1.440000057,35.7000008,100.0,-34.32,1022.23,11209,-129.333313,58.50012207,2,18947,96.4294968,6,5,3,0.92590815,212.6360016,-37.7056999,43000.5,63665.60156,11.0915003,8.8863201,1422.939941,North America
