FID,G_ther_age,thk_up_cru,thk_mid_cr,upman_den_,d_2ridge,d_2trench,d2_transfo,d_2volcano,d_2hotspot,G_heat_pro,crusthk_cr,lithk_cona,depthmoho,G_d_2yng_r,OBJECTID_1,Longitude_1,Latitude_1,num_in_cel,num_in_con,GHF,G_u_m_vel_,lthlgy_all,lthlgy_mod,age,magnetic_M,moho_GReD,moho_Pasya,litho_asth,WGM2012_Ai,WGM2012_Bo,ETOPO_1deg,continent
111,1,10.00300026,10,-0.0174,173.9600067,4043.830078,4714.649902,1299.459961,12.90348816,1.00999999,31.6000004,100,-31.37999916,17.51000023,112,-15.33331299,81.50012207,0,0,0,3,0,3,1.87648749,100.2310028,-36.2340012,27214,60367.19922,-35.9972992,77.4261017,-51.2993011,0
112,1,10.00300026,10,-0.0225,158.5700073,4055.01001,4704.939941,1298.439941,12.34908867,1.00999999,30.2999992,100,-30.07999992,33.93000031,113,-14.33331299,81.50012207,0,0,0,3,0,3,1.86638248,-19.3111992,-33.1820984,29462.19922,54278.19922,-47.1489983,70.9265976,66.2714996,0
113,1,10.00500011,10,-0.0289,143.3300018,4066.01001,4695.5,1297.689941,11.85326958,1.00999999,28.8999996,100,-28.73999977,48.61999893,114,-13.33331299,81.50012207,0,0,0,3,0,3,1.86133003,-132.2369995,-29.3076,31359.09961,44328.19922,-37.7743988,87.3554001,66.2714996,0
274,5,12.9989996,12,-0.0225,519.5,3728.159912,5014.129883,1399.079956,26.20114517,0.95999998,37.5999985,170,-35.99000168,206.6399994,275,-39.33331299,81.50012207,0,0,0,2,0,8,2.10179687,108.3830032,-36.2326012,39363.30078,186303,38.6853981,70.0579987,1018.02002,0
275,5,12.9989996,12,-0.0193,505.6700134,3742.889893,4999.560059,1392.380005,25.46566391,0.95999998,37.7000008,170,-36.13999939,210.4400024,276,-38.33331299,81.50012207,0,0,0,2,0,8,2.08479071,94.9910965,-36.1328011,39900,182243,49.4193001,82.2200012,1018.02002,0
276,5,13.00199985,12,-0.0146,491.8500061,3757.5,4985.129883,1385.859985,24.74873734,0.95999998,37.5999985,160,-36.15000153,202.1799927,277,-37.33331299,81.50012207,0,0,0,2,0,8,2.09151244,80.8552017,-36.0660019,40847.10156,182037,45.4892006,80.8964996,619.2390137,0
277,5,13.00199985,12,-0.008,478.0299988,3771.98999,4970.850098,1379.540039,24.05202675,0.95999998,37.5,160,-36.22999954,191.3300018,278,-36.33331299,81.50012207,0,0,0,2,0,8,2.12196255,89.3326035,-36.1043015,42091.19922,185507,59.5884018,98.4871979,619.2390137,0
278,5,12.99800015,12,-0.0001,464.230011,3786.360107,4956.72998,1373.420044,23.37734032,0.95999998,37.5,160,-36.38999939,181.0899963,279,-35.33331299,81.50012207,0,0,0,2,0,8,2.1230762,56.5470009,-36.2322006,41356.10156,175633,61.8078995,104.9810028,871.4810181,0
279,5,12.99800015,12,0.0086,450.4400024,3800.610107,4942.77002,1367.5,22.72663689,0.95999998,37.2000008,160,-36.22999954,171.5800018,280,-34.33331299,81.50012207,0,0,0,2,0,8,2.09485364,79.3145981,-36.5154991,40466.39844,164793,47.1484985,95.7192001,871.4810181,0
280,5,13.0010004,12,0.0173,436.6799927,3814.719971,4928.970215,1361.790039,22.10203552,0.95999998,37.2000008,150,-36.34999847,162.9299927,281,-33.33331299,81.50012207,0,0,0,2,0,8,2.10070133,83.0822983,-36.9578018,40081.69922,156029,56.0533981,110.9599991,-285.6090088,0
281,5,13.0010004,12,0.0253,422.9500122,3828.709961,4915.339844,1356.290039,21.5058136,0.95999998,37.2000008,150,-36.56999969,155.2799988,282,-32.33331299,81.50012207,0,0,0,2,0,8,2.14039302,96.7338028,-37.577301,38923.80078,159636,56.3110008,115.9720001,-285.6090088,0
282,5,13.00199985,12,0.0314,409.25,3842.570068,4901.890137,1351.01001,20.94039154,0.95999998,37,150,-36.29999924,148.699997,283,-31.33331299,81.50012207,0,0,0,2,0,8,2.1351099,111.0780029,-38.3300018,35971.10156,185061,66.6492004,127.8119965,343.0069885,0
283,5,13.00199985,12,0.0354,395.6099853,3856.280029,4888.620117,1345.959961,20.40833092,0.95999998,37,140,-36.31999969,142.3300018,284,-30.33331299,81.50012207,0,0,0,2,0,8,2.08485222,67.2455978,-39.1124001,36044.39844,185604,28.6133003,90.4863968,343.0069885,0
284,2,12.99699974,12,0.0365,381.9400024,3869.860107,4875.540039,1341.130005,19.91230774,1.54999995,36.2999992,140,-35.65000153,135.8800049,285,-29.33331299,81.50012207,0,0,0,2,0,8,2.0389719,41.8106003,-39.8646011,37845.5,177008,49.5407982,113.9710007,402.0339966,0
285,2,13.00199985,12,0.018,326.3299866,3922.719971,4825.149902,1324.180054,18.34393692,1.54999995,36.5499992,100,-36.11000061,102.449997,286,-25.33331299,81.50012207,0,0,0,2,0,8,2.03173065,58.7675018,-41.3162003,42443.89844,160148,-0.691698,79.5779037,129.8899994,0
286,2,13.00199985,12,0.0109,312.6400147,3935.560059,4813.080078,1320.550049,18.06931114,1.54999995,36.5499992,100,-36.15999985,92.37000275,287,-24.33331299,81.50012207,0,0,0,3,0,8,2.03331685,118.5289993,-41.2038002,40312.5,163200,36.2202988,119.5979996,129.8899994,0
287,2,12.99699974,13,0.0043,298.7900085,3948.23999,4801.209961,1317.170044,17.84656906,1.54999995,36.5499992,100,-36.25,81.15000153,288,-23.33331299,81.50012207,0,0,0,3,0,8,2.02444124,145.9609985,-40.9640999,36846.19922,143877,29.4074993,116.8799973,129.4019928,0
509,5,13,12,-0.0111,616.039978,3622.110107,5119.689941,1450.859985,31.75688934,0.95999998,37.0999985,180,-36.50999832,182.6100006,510,-46.33331299,81.50012207,0,0,0,2,0,10,2.11663628,-30.5151005,-36.2680016,37930.69922,208658,-10.4967003,50.8294983,551.4790039,0
510,5,13.00199985,12,-0.0141,602.3099976,3637.550049,5104.259766,1442.97998,30.92733383,0.95999998,37.0999985,180,-36.5,186.0099945,511,-45.33331299,81.50012207,0,0,0,2,0,10,2.11488199,-1.66144,-36.2206001,38780.80078,210299,-13.8864002,44.0864983,551.4790039,0
511,5,13.00199985,12,-0.0173,588.539978,3652.899902,5088.939941,1435.26001,30.10813904,0.95999998,37.0999985,170,-36.31000137,189.3999939,512,-44.33331299,81.50012207,0,0,0,2,0,10,2.12548566,40.4342003,-36.2392998,41405.60156,212813,1.2674201,53.1119003,769.5460205,0
512,5,12.99600029,12,-0.0201,574.7600098,3668.159912,5073.740234,1427.680054,29.3001709,0.95999998,37.2000008,170,-36.02000046,192.800003,513,-43.33331299,81.50012207,0,0,0,2,0,10,2.12829947,108.1050034,-36.2695007,40728.30078,202875,-1.96058,41.7937012,769.5460205,0
513,5,12.9989996,12,-0.0238,533.3300171,3713.320068,5028.830078,1405.969971,26.95366478,0.95999998,37.5,170,-35.88999939,203.1799927,514,-40.33331299,81.50012207,0,0,0,2,0,10,2.11293364,44.4785995,-36.2925987,37967,202348,43.7473984,74.9684982,761.0100098,0
49,5,9.994999886,10,-0.0257,481.7600098,3667.23999,5078.580078,1414.079956,27.61340332,0.95999998,34.9099998,150,-34.36999893,94.91999817,50,-40.33331299,82.50012207,0,0,0,2,0,2,2.0517199,109.6409988,-38.6796989,32286.59961,208442,-16.1504002,50.217701,249.4060059,0
50,5,12.99600029,12,-0.019,468.2999878,3680.48999,5065.700195,1408.22998,26.8793602,0.95999998,35.2999992,150,-34.68000031,99.87000275,51,-39.33331299,82.50012207,0,0,0,2,0,2,2.04086256,147.0059967,-39.4191017,34771.39844,180730,-38.4733009,24.2271004,249.4060059,0
51,5,12.99600029,12,-0.0109,454.7999878,3693.649902,5052.930176,1402.550049,26.16295052,0.95999998,35.5999985,150,-34.79999924,104.9400024,52,-38.33331299,82.50012207,0,0,0,2,0,2,2.01010752,161.8139954,-40.2494011,36792.80078,160818,-14.9565001,44.2745018,249.4060059,0
52,5,13.00399971,12,-0.0017,441.2799988,3706.709961,5040.299805,1397.030029,25.46566391,0.95999998,35.9000015,140,-35.02000046,110.0100021,53,-37.33331299,82.50012207,0,0,0,2,0,2,1.99428928,151.0429993,-41.1641006,39003.39844,145883,-15.4733,42.417099,97.0566025,0
53,5,13.00399971,12,0.0077,427.7200012,3719.659912,5027.810059,1391.680054,24.78911018,0.95999998,36.0999985,140,-35.38999939,111.2600021,54,-36.33331299,82.50012207,0,0,0,2,0,2,1.99358404,132.9400024,-42.1507988,41279.60156,133653,-1.4129601,56.9693985,97.0566025,0
54,5,13.00199985,12,0.0165,414.1300049,3732.51001,5015.450195,1386.5,24.13503647,0.95999998,36.2999992,140,-35.56000137,111.8300018,55,-35.33331299,82.50012207,0,0,0,2,0,2,1.98575997,91.2419968,-43.1213989,39903.60156,132929,1.14193,61.5399017,300.3129883,0
55,5,13.00199985,12,0.0242,400.480011,3745.25,5003.22998,1381.48999,23.50531769,0.95999998,36.4000015,130,-35.75999832,100.0400009,56,-34.33331299,82.50012207,0,0,0,2,0,2,1.97068501,66.5085983,-43.9903984,37761.89844,135090,11.0608997,73.7022018,300.3129883,0
56,5,13,12,0.0298,386.7999878,3757.889893,4991.169922,1376.670044,22.90196419,0.95999998,36.4500008,130,-35.79999924,86.33999634,57,-33.33331299,82.50012207,0,0,0,2,0,2,1.97914433,64.6277008,-44.7153015,36080,138057,19.6989002,84.7891006,300.3129883,0
57,5,13,12,0.0331,373.1000061,3770.399902,4979.25,1372.030029,22.32711411,0.95999998,36.4000015,120,-35.66999817,72.83999634,58,-32.33331299,82.50012207,0,0,0,2,0,2,2.0111382,94.4257965,-45.2486992,33818.60156,150028,26.1709995,93.6759033,977.5599976,0
58,5,13.00399971,12,0.0333,359.3800049,3782.800049,4967.5,1367.579956,21.78302002,0.95999998,36.4000015,120,-35.66999817,59.72000122,59,-31.33331299,82.50012207,0,0,0,2,0,2,2.01185751,104.0110016,-45.5287018,30518.09961,174876,24.9309998,95.3105011,977.5599976,0
59,5,13.00399971,12,0.0308,345.6400147,3795.090088,4955.899902,1363.310059,21.27204704,0.95999998,36.2999992,110,-35.61000061,47.27000046,60,-30.33331299,82.50012207,0,0,0,2,0,2,1.9813025,113.8789978,-45.5129013,32219.30078,155215,41.2184982,114.7399979,851.434021,0
60,2,13.00500011,12,0.0257,331.8699951,3807.25,4944.47998,1359.23999,20.79663467,1.54999995,36.0999985,100,-35.5,36.20999908,61,-29.33331299,82.50012207,0,0,0,2,0,2,1.96113062,139.3079987,-45.1876984,34703.30078,140545,16.7828007,93.6832962,851.434021,0
61,2,13.00500011,12,0.0185,318.0799866,3819.290039,4933.220215,1355.359985,20.35927391,1.54999995,35.9000015,100,-35.27000046,28.21999931,62,-28.33331299,82.50012207,0,0,0,2,0,2,1.95134187,115.314003,-44.5561981,37078.89844,131793,16.8514996,97.4786987,489.2279968,0
62,2,13,12,0.0102,304.2799988,3831.189941,4922.129883,1351.689941,19.96246529,1.54999995,35.7000008,100,-35.16999817,21.75,63,-27.33331299,82.50012207,0,0,0,2,0,2,1.96611404,134.8000031,-43.6361008,39609,117745,11.3838997,96.6123962,489.2279968,0
63,2,13,12,0.0017,290.4599915,3842.969971,4911.22998,1348.209961,19.60867119,1.54999995,35.5,100,-35.04999924,15.47000027,64,-26.33331299,82.50012207,0,0,0,2,0,2,2.01452374,170.5740051,-42.4668007,41444.89844,100385,-0.626701,90.0357971,622.8569946,0
64,2,10.00300026,10,-0.0061,276.6499939,3854.620117,4900.5,1344.939941,19.30025864,1.54999995,35.2000008,100,-34.86000061,9.57999992,65,-25.33331299,82.50012207,0,0,0,2,0,2,2.04552746,179.0440063,-41.0830994,40263.60156,102462,-3.04705,93.9298019,436.5589905,0
65,2,10.00300026,10,-0.0121,262.8200073,3866.139893,4889.970215,1341.869995,19.03943253,1.54999995,34.9000015,100,-34.65000153,2.94000006,66,-24.33331299,82.50012207,0,0,0,3,0,2,2.04702258,157.779007,-39.4690018,37181.19922,103197,-15.7777004,88.1317978,436.5589905,0
66,2,10.0010004,10,-0.0157,248.9900055,3877.51001,4879.629883,1339.01001,18.82817078,1.54999995,34.5499992,100,-34.38999939,5.98000002,67,-23.33331299,82.50012207,0,0,0,3,0,2,2.04219246,105.6230011,-37.4710999,33627.5,84304.5,-26.2688999,84.9216995,448.8129883,0
132,5,8.994999886,10,-0.0336,561.6300049,3585.889893,5158.279785,1452.310059,32.31872559,0.95999998,31,160,-30.71999931,74.01000214,133,-46.33331299,82.50012207,0,0,0,2,0,4,2.03574753,-55.9286995,-36.6575012,29874.40039,179241,-63.4473,29.4652996,-20.2807007,0
133,5,9.00399971,10,-0.0356,535.210022,3613.340088,5131.290039,1438.98999,30.70016289,0.95999998,33,160,-32.49000168,80.83000183,134,-44.33331299,82.50012207,0,0,0,2,0,4,2.02958989,-14.6490002,-37.2946014,35575.80078,174822,-43.9925003,36.8764992,-21.6061993,0
134,5,9.99600029,10,-0.0356,521.9400024,3626.939941,5117.950195,1432.540039,29.90819359,0.95999998,35,160,-34.38999939,84.29000092,135,-43.33331299,82.50012207,0,0,0,2,0,4,2.0334425,-23.2642002,-37.4520988,36049.30078,164730,-47.9776001,27.3479996,-21.6061993,0
135,5,9.994999886,10,-0.0309,495.2000122,3653.899902,5091.589844,1420.079956,28.3637085,0.95999998,34,150,-33.47000122,91.22000122,136,-41.33331299,82.50012207,0,0,0,2,0,4,2.04268003,44.6815987,-38.085701,32969.89844,182321,-36.7421989,32.6794014,944.184021,0
126,5,13.00399971,12,0.0172,399.7399902,3669.659912,5086.169922,1405.51001,25.54407883,0.95999998,33,100,-32.70999908,2.6099999,127,-36.33331299,83.50012207,0,0,0,8,0,4,1.85804307,-41.7953987,-37.4632988,36305.19922,92050.10156,-31.3913002,67.7741013,-21.1758995,0
127,5,13.00199985,12,0.0151,387.2600098,3680.939941,5075.549805,1401.209961,24.90983772,0.95999998,34,100,-33.63999939,3.00999999,128,-35.33331299,83.50012207,0,0,0,8,0,4,1.83957005,-40.1903,-38.4900017,34980,98949.39844,-0.87689,95.2589035,-21.1758995,0
128,5,13.00199985,12,0.0117,374.7600098,3692.129883,5065.060059,1397.050049,24.30020523,0.95999998,34.1500015,100,-33.83000183,2.73000002,129,-34.33331299,83.50012207,0,0,0,8,0,4,1.825405,-2.4021101,-40.3233986,33320.5,110174,39.1142998,133.2489929,876.0809937,0
129,5,13,12,0.0068,362.230011,3703.219971,5054.700195,1393.050049,23.71708298,0.95999998,34.1500015,100,-33.77000046,2.6500001,130,-33.33331299,83.50012207,0,0,0,8,0,4,1.8241781,-12.6051998,-41.4827995,32028.5,116601,21.8603001,116.3219986,876.0809937,0
130,5,13,12,0.0009,349.6900024,3714.219971,5044.470215,1389.189941,23.16246986,0.95999998,34.1500015,100,-33.81999969,2.11999989,131,-32.33331299,83.50012207,0,0,0,8,0,4,1.83588934,-37.6259995,-41.9275017,30733.59961,119858,-0.648709,95.4040985,-153.0169983,0
131,5,13.00399971,12,-0.0058,337.1400147,3725.120117,5034.379883,1385.5,22.63846207,0.95999998,34.0999985,100,-33.84999847,4.26000023,132,-31.33331299,83.50012207,0,0,0,8,0,4,1.83668256,-28.9655991,-41.5368996,29938.80078,114219,11.3231001,110.2109985,-187.5879974,0
