FID,thermo_tecto_age,thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,heat_prod_provinces,thickness_crust,d_2_young_rift,lon,lat,GHF,upper_mantle_vel_structure,rock_type,age,magnetic_anomaly,depth_to_moho,lithos_asthenos_bdry,bougeur_gravity_anomaly,topography
0,1.0,12.999,13.0,0.060800001,2048.46,2135.04,3879.25,1764.58,30.50409809,1.980000019,36.3899994,622.95,-110.333313,75.50012207,54.0,2.0,3.0,2.29706001,-1.69836,-42.0954018,219571.0,110.1439972,76.2264023
1,1.0,12.999,13.0,0.060800001,2048.46,2135.04,3879.25,1764.58,30.50409809,1.980000019,36.3899994,622.95,-111.333313,75.50012207,57.5,2.0,3.0,2.27785993,-13.7006998,-42.2949982,237790.0,114.9789963,71.4031982
2,1.0,13.0,13.0,0.0383,2056.02,2063.41,3853.5,1708.09,30.43846251,1.980000019,38.8499985,704.73,-113.333313,74.50012207,56.0,2.0,3.0,2.28220248,17.4319992,-26.9820995,245314.0,119.2320023,-151.2480011
3,1.0,13.0,12.0,0.034299999,1872.02,2567.14,4110.06,2071.42,34.67708177,1.980000019,35.2799988,167.55,-95.33331299,74.50012207,118.1669998,2.0,3.0,2.11801505,-64.8132019,-30.2311993,183278.0,123.3050003,-74.8432999
4,1.0,10.0,9.5,0.0059,2057.43,1913.82,3817.14,1585.16,25.70019455,1.00999999,34.7599983,893.78,-121.333313,74.50012207,46.530899,2.0,3.0,2.74049759,10.6483002,-31.743,242293.0,114.7669983,139.4219971
5,1.0,12.001,12.5,0.0678,1922.91,2652.72,4110.25,2163.25,35.92352989,1.00999999,40.8199997,69.81,-91.33331299,73.50012207,35.0,2.0,3.0,2.16012001,-166.4340057,-28.8785,195690.0,125.6930008,198.6710052
6,1.0,11.998,12.5,0.0484,2022.87,2416.94,3947.23,1981.83,32.03903869,1.00999999,39.0,301.97,-99.33331299,73.50012207,43.2221985,2.0,3.0,2.20699453,-9999.0,-33.219799,210620.0,106.0039978,126.6790009
7,1.0,12.003,12.5,0.030300001,2168.65,1897.84,3718.8,1587.78,26.87936011,1.00999999,41.0,864.66,-117.333313,73.50012207,48.0,2.0,3.0,2.56842685,-149.1300049,-31.8651009,267943.0,125.913002,167.7250061
8,1.0,9.997,9.5,-0.027000001,2056.76,1858.71,3811.99,1533.75,24.01041441,1.00999999,34.8100014,972.82,-123.333313,73.50012207,71.4259033,2.0,3.0,2.79437256,-2.60937,-37.6152,225520.0,130.375,50.6525993
9,1.0,12.005,12.49,0.031500001,2168.75,1830.67,3706.32,1518.11,24.90983741,1.00999999,41.0,946.44,-120.333313,73.50012207,50.796299,2.0,3.0,2.68612146,-135.4190063,-38.3597984,237485.0,106.1009979,269.6350098
10,5.0,12.997,13.0,-0.009,2279.69,1704.45,3590.62,1395.61,22.90196498,0.959999979,41.0,1061.67,-122.333313,72.50012207,56.7593002,1.0,3.0,2.83379745,-44.9332008,-36.3745003,237436.0,115.5279999,157.4850006
11,5.0,12.005,12.49,0.0067,2280.06,1750.37,3595.52,1443.59,24.13503677,0.959999979,41.0,1007.29,-120.333313,72.50012207,51.0741005,1.0,3.0,2.68612146,-15.1406002,-36.0629005,240636.0,118.3460007,154.8609924
12,5.0,13.003,12.0,0.02,2101.65,2432.06,3897.18,2017.22,31.97655391,0.959999979,36.8800011,291.25,-97.33331299,72.50012207,55.6110992,2.0,3.0,2.5608449,-125.3980026,-34.838501,229468.0,124.8190002,81.6350021
13,5.0,12.003,12.5,0.0061,2279.97,1824.46,3609.1,1516.55,26.1629509,0.959999979,41.0,921.77,-117.333313,72.50012207,52.0,1.0,3.0,2.80225468,-63.2989998,-35.7579002,271269.0,114.8399963,129.3509979
14,5.0,9.996,10.0,-0.035,2278.98,1661.59,3589.04,1350.78,21.78302091,0.959999979,34.0,1116.17,-124.333313,72.50012207,66.7469025,2.0,3.0,2.83379745,-128.9550018,-36.4029007,227800.0,112.6969986,124.1470032
15,1.0,7.0,6.995,-0.048099998,2060.63,1454.51,3908.2,941.44,26.95366394,1.00999999,29.9400005,568.16,-156.333313,70.50012207,59.4496994,4.0,3.0,1.69962001,-51.9542007,-28.7959003,200325.0,102.4039993,24.5811996
16,1.0,5.998,7.0,-0.019200001,2184.57,1322.61,3777.79,859.92,24.78911051,1.00999999,30.0,667.19,-154.333313,70.50012207,61.2845001,4.0,3.0,1.7899425,9.3976202,-30.7651997,198573.0,128.0429993,24.7171001
17,1.0,7.005,6.99,-0.0145,2065.38,1396.15,3884.29,833.91,27.90161286,1.00999999,31.0,523.87,-159.333313,70.50012207,56.7221985,4.0,3.0,1.59310496,-29.4521999,-29.1320992,191810.0,104.3130035,27.1536999
18,1.0,7.001,7.0,-0.0296,2301.8,1253.5,3636.89,884.74,20.70024154,1.00999999,33.6599998,877.9,-149.333313,69.50012207,59.703701,4.0,3.0,1.7602644,3.5034201,-29.9745007,209842.0,90.8103027,237.1159973
19,1.0,7.005,6.99,-0.0145,2065.38,1396.15,3884.29,833.91,27.90161286,1.00999999,31.0,523.87,-158.333313,70.50012207,59.6851997,4.0,3.0,1.65079498,-99.6573029,-28.0475006,183780.0,104.9440002,28.2835999
20,1.0,7.005,7.0,-0.0163,2214.01,1307.58,3752.66,861.5,24.05202694,1.00999999,30.0,702.99,-153.333313,70.50012207,65.3470001,4.0,3.0,1.82121253,-19.8808002,-31.4741993,199394.0,120.9179993,21.4391994
21,1.0,6.998,7.0,-0.0177,2271.0,1281.67,3704.32,869.69,22.63846285,1.00999999,30.0,773.44,-152.333313,70.50012207,67.6912994,4.0,3.0,1.82797754,-27.6005993,-32.1478004,192428.0,114.2630005,16.9073009
22,1.0,7.0,6.995,-0.048099998,2060.63,1454.51,3908.2,941.44,26.95366394,1.00999999,29.9400005,568.16,-157.333313,70.50012207,61.4073982,4.0,3.0,1.68630004,-112.7630005,-27.9573994,189031.0,103.6699982,21.9755001
23,1.0,9.996,9.5,0.0057,1974.55,1461.26,3969.94,824.53,30.3726851,1.00999999,30.9899998,414.75,-161.333313,69.50012207,36.8889008,4.0,3.0,1.40408754,-30.5517998,-27.9841003,182325.0,111.8560028,159.1790009
24,1.0,10.998,11.0,0.0232,2044.28,1143.19,3358.12,808.49,15.70031847,1.00999999,32.9399986,1213.49,-140.333313,69.50012207,50.6296005,4.0,3.0,1.9567337,-69.5578995,-31.0266991,172113.0,108.4789963,405.4429932
25,1.0,7.001,7.0,-0.0296,2301.8,1253.5,3636.89,884.74,20.70024154,1.00999999,33.6599998,877.9,-148.333313,69.50012207,54.8889008,4.0,3.0,1.80316818,-6.1441102,-30.6436005,192823.0,78.6785965,248.9519958
26,1.0,7.005,7.0,-0.0163,2214.01,1307.58,3752.66,861.5,24.05202694,1.00999999,30.0,702.99,-153.333313,69.50012207,59.530201,4.0,3.0,1.72205186,101.7170029,-26.8393002,198782.0,106.7480011,183.5659943
27,1.0,10.505,10.99,-0.0018,2247.71,1222.67,3697.34,760.12,24.13503677,0.959999979,38.0,700.41,-154.333313,69.50012207,55.854599,4.0,3.0,1.68525755,171.9309998,-27.7817993,196582.0,103.2809982,116.2249985
28,5.0,10.0,11.0,-0.0016,2002.58,1263.85,3274.53,965.03,16.4468842,0.959999979,34.0,1496.07,-130.333313,69.50012207,70.6135025,2.0,3.0,2.43215489,-7.6813898,-35.5607986,239581.0,126.7839966,21.4088993
29,1.0,10.502,11.0,0.0005,2303.98,1190.15,3644.25,768.75,22.63846285,0.959999979,38.0,756.6,-152.333313,69.50012207,64.1184998,4.0,3.0,1.74188066,242.2140045,-26.6984005,190301.0,103.4499969,124.072998
30,1.0,10.998,11.0,0.0232,2044.28,1143.19,3358.12,808.49,15.70031847,1.00999999,32.9399986,1213.49,-139.333313,69.50012207,51.296299,4.0,3.0,1.95718849,-99.1750031,-26.7194996,196381.0,120.0790024,107.6210022
31,1.0,8.003,8.0,0.035100002,2018.59,1175.92,3319.31,853.65,15.50806242,1.00999999,34.8100014,1325.63,-134.333313,69.50012207,58.6409988,2.0,3.0,2.12345767,-3.4256201,-30.8824005,180316.0,78.1287003,18.7422009
32,5.0,10.0,11.0,0.020500001,2003.05,1243.26,3281.44,939.66,16.14001239,0.959999979,34.0,1478.24,-132.333313,69.50012207,63.9898987,2.0,3.0,2.27738571,-116.6409988,-35.446701,213220.0,107.7779999,17.1086998
33,1.0,10.502,11.0,0.0028,2091.95,1304.19,3811.09,737.58,27.32215218,0.959999979,38.0,553.3,-158.333313,69.50012207,50.8333015,4.0,3.0,1.53944182,-22.0340004,-30.5762005,182085.0,94.9644012,267.1650085
34,1.0,10.502,11.0,-0.0348,2249.16,1105.41,3589.67,669.89,22.72663635,0.959999979,38.0,647.09,-153.333313,68.50012207,55.6935997,4.0,3.0,1.52373064,130.897995,-34.9799004,195689.0,70.6225967,1014.109985
35,1.0,8.0,8.0,0.0211,1926.43,1045.1,3239.92,722.7,14.57737974,1.440000057,37.0,1222.36,-137.333313,68.50012207,59.232399,2.0,3.0,1.86363006,-102.223999,-27.7024002,180562.0,79.5490036,548.5189819
36,1.0,10.497,11.0,0.034600001,2008.11,1206.42,3298.35,893.34,15.70031847,1.00999999,35.9599991,1401.59,-133.333313,68.50012207,62.7583008,2.0,3.0,2.13594556,167.2250061,-37.7696991,214861.0,127.1429977,86.4012985
37,1.0,10.505,10.99,-0.0308,2213.33,1145.93,3647.7,660.32,24.30020576,0.959999979,38.0,595.16,-155.333313,68.50012207,49.0429993,4.0,3.0,1.42615747,155.4669952,-34.1010017,180300.0,61.7706985,939.3129883
38,1.0,8.003,8.0,0.035100002,2018.59,1175.92,3319.31,853.65,15.50806242,1.00999999,34.8100014,1325.63,-135.333313,68.50012207,60.7304993,2.0,3.0,2.07137156,-31.2420006,-31.4626007,154705.0,91.4548035,-0.747959
39,1.0,8.003,8.0,0.035100002,2018.59,1175.92,3319.31,853.65,15.50806242,1.00999999,34.8100014,1325.63,-136.333313,68.50012207,60.5973015,2.0,3.0,1.98890996,-67.9934006,-28.9624004,170668.0,74.5126038,355.7829895
40,1.0,8.003,8.0,0.0381,1902.43,1088.77,3201.24,782.32,14.57737974,1.00999999,36.2999992,1342.76,-134.333313,68.50012207,61.4159012,2.0,3.0,2.10308599,-80.1537018,-34.6156998,178956.0,111.4179993,-1.03939
41,5.0,10.001,11.0,0.0106,1788.26,1170.09,3038.25,868.07,15.95305613,0.959999979,34.0,1550.29,-127.333313,67.50012207,53.5038986,2.0,3.0,2.25590444,54.0055008,-35.9453011,243044.0,116.9820023,292.0679932
42,1.0,10.0,11.0,0.023800001,1781.05,1111.14,3048.27,825.49,14.98332406,0.959999979,34.0,1543.77,-129.333313,67.50012207,63.6551018,2.0,3.0,2.13489723,55.281601,-35.3686981,236494.0,113.9189987,247.7050018
43,5.0,13.004,12.0,0.0,1802.09,1233.6,3033.15,916.46,17.10263138,0.959999979,37.0,1489.47,-125.333313,67.50012207,55.2439995,2.0,3.0,2.48062062,-9.0622797,-36.8401985,239988.0,99.6820984,320.8970032
44,1.0,8.0,8.0,0.0049,1806.78,1413.06,3973.11,638.99,32.87095983,1.00999999,31.1800003,281.75,-165.333313,68.50012207,52.0,6.0,3.0,0.72777247,6.4723601,-31.2770004,83282.39844,106.8379974,173.947998
45,1.0,12.003,12.0,0.035500001,1808.39,953.43,3121.05,648.61,13.50925609,1.440000057,37.0,1246.0,-136.333313,67.50012207,62.9662018,2.0,3.0,1.85848939,-133.0899963,-31.2569008,119400.0,77.7365036,1118.25
46,1.0,10.504,11.0,-0.037700001,2193.8,1071.98,3534.4,683.7,21.22498528,0.959999979,43.0,706.41,-151.333313,68.50012207,77.7348022,3.0,3.0,1.5852381,248.7449951,-34.6883011,171441.0,63.6771011,679.2039795
47,5.0,10.001,11.0,0.0051,1794.36,1201.29,3035.08,891.36,16.50757402,0.959999979,37.0,1519.83,-126.333313,67.50012207,52.2696991,2.0,3.0,2.40707517,-41.9832001,-36.7709999,255634.0,118.2149963,267.8609924
48,1.0,10.504,11.0,0.0339,1779.95,1083.59,3055.11,800.21,14.57737974,0.959999979,34.0,1501.17,-130.333313,67.50012207,66.4517975,2.0,3.0,2.11292624,-65.9695969,-35.5806007,211000.0,115.3479996,195.7599945
49,5.0,13.004,12.0,-0.0036,1811.43,1262.4,3032.46,943.21,17.73414785,0.959999979,37.0,1459.21,-124.333313,67.50012207,58.1505013,2.0,3.0,2.53607678,157.8549957,-36.2998009,236806.0,100.7639999,245.6799927
50,1.0,12.003,12.0,0.0164,1818.83,938.85,3136.06,627.77,13.58307771,1.440000057,37.0,1203.68,-138.333313,67.50012207,57.2685013,2.0,3.0,1.66095495,-106.9069977,-30.7502995,168171.0,93.3881989,548.0900269
51,5.0,12.996,12.0,-0.0052,1822.37,1288.32,3033.01,967.59,18.39836949,0.959999979,37.0,1429.08,-123.333313,67.50012207,61.1421013,2.0,3.0,2.59683204,88.623703,-35.9982986,259553.0,101.0270004,299.5740051
52,1.0,12.003,12.0,0.0164,1818.83,938.85,3136.06,627.77,13.58307771,1.440000057,37.0,1203.68,-137.333313,67.50012207,61.0438995,2.0,3.0,1.75591314,-159.1380005,-30.8736992,150513.0,71.0522995,490.3519897
53,1.0,10.497,11.0,0.0579,1792.31,989.28,3094.42,697.53,13.58307771,0.959999979,36.1599998,1330.89,-134.333313,67.50012207,65.4886017,2.0,3.0,1.98992252,497.2269897,-29.9078999,159740.0,115.7559967,43.8158989
54,1.0,10.504,11.0,0.0339,1779.95,1083.59,3055.11,800.21,14.57737974,0.959999979,34.0,1501.17,-131.333313,67.50012207,66.4299011,2.0,3.0,2.09926581,276.2109985,-34.5654984,193405.0,115.7919998,220.4960022
55,1.0,10.502,11.0,0.059999999,1786.72,1010.2,3082.82,724.92,13.72953022,0.959999979,36.1500015,1373.42,-133.333313,67.50012207,66.7284012,2.0,3.0,2.03422379,440.9819946,-29.8962002,194357.0,124.5920029,86.7214966
56,1.0,10.497,11.0,0.049400002,1799.54,970.28,3107.16,671.93,13.50925609,0.959999979,36.75,1288.41,-135.333313,67.50012207,64.0077972,2.0,3.0,1.93649244,300.2950134,-30.9158993,135613.0,98.5402985,303.9299927
57,1.0,10.502,11.0,0.055399999,1782.79,1032.93,3072.39,749.93,13.94632568,0.959999979,37.0,1415.99,-132.333313,67.50012207,67.4368973,2.0,3.0,2.06939626,485.8500061,-32.1153984,194029.0,124.8000031,142.2480011
58,1.0,10.504,11.0,0.0359,1668.63,999.37,2945.56,714.17,13.65650028,0.959999979,34.0,1505.48,-130.333313,66.50012207,70.2949982,2.0,3.0,2.16695166,370.053009,-34.0287018,194167.0,85.3041992,72.9112015
59,5.0,12.997,12.0,-0.0142,1869.62,1474.81,2974.04,1154.01,22.94558781,0.959999979,38.0,1280.11,-115.333313,66.50012207,54.0,1.0,1.0,3.22551823,-27.9242001,-37.4930992,267331.0,97.9059982,462.4970093
60,1.0,12.003,12.0,0.0073,1711.7,833.92,3032.68,538.35,12.58967831,1.440000057,37.0,1195.0,-137.333313,66.50012207,62.6134987,4.0,3.0,1.54047942,152.2189941,-30.1422005,133332.0,63.6959991,716.6519775
61,1.0,12.003,12.0,-0.0188,2169.08,984.78,3532.12,486.71,24.01041441,1.440000057,37.0,399.69,-156.333313,66.50012207,63.6110992,6.0,1.0,1.0944314,52.3372002,-28.0727997,91945.10156,98.8693008,307.42099
62,1.0,10.497,11.0,0.0583,1682.34,892.35,2987.9,614.01,12.58967831,0.959999979,36.0,1328.14,-135.333313,66.50012207,67.2025986,4.0,3.0,1.67753744,245.404007,-28.5925007,132781.0,126.1819992,538.0700073
63,5.0,12.996,12.0,-0.0232,1715.6,1203.33,2921.73,883.45,17.67766953,0.959999979,37.0,1509.95,-123.333313,66.50012207,65.5128021,2.0,3.0,2.54012918,8.7078896,-39.7254982,235918.0,86.3416977,260.2720032
64,5.0,13.0,12.0,-0.024,1881.29,1404.38,3047.55,1080.11,21.31900561,0.959999979,37.0,1310.13,-119.333313,67.50012207,96.0,2.0,3.0,2.82710004,-15.1093998,-39.9049988,270368.0,65.7767029,397.0639954
65,1.0,11.999,12.0,-0.046599999,1756.49,799.55,3088.01,483.79,13.28533026,1.440000057,37.0,1062.08,-140.333313,66.50012207,43.3903999,4.0,3.0,1.41421378,-68.8628006,-31.5230007,175396.0,72.3998032,808.0570068
66,1.0,10.001,11.0,0.0131,1684.61,1121.31,2923.97,806.53,15.70031847,0.959999979,37.0,1599.71,-126.333313,66.50012207,59.5337982,2.0,3.0,2.2483933,187.2129974,-36.7277985,210076.0,105.0670013,200.253006
67,1.0,12.003,12.0,0.0073,1711.7,833.92,3032.68,538.35,12.58967831,1.440000057,37.0,1195.0,-138.333313,66.50012207,58.6315002,4.0,3.0,1.49243999,-22.0634995,-30.9167004,140871.0,73.0383987,444.1690063
68,1.0,12.003,12.0,0.0288,1700.15,850.97,3016.55,562.94,12.509996,1.440000057,37.0,1239.37,-136.333313,66.50012207,64.1756973,4.0,3.0,1.59764814,326.473999,-29.5314999,117724.0,101.5830002,555.7299805
69,5.0,13.004,12.0,-0.0129,1703.52,1174.48,2921.14,855.85,16.98528775,0.959999979,37.0,1539.72,-124.333313,66.50012207,62.4151001,2.0,3.0,2.46976066,71.2461014,-39.6875992,197702.0,82.2928009,248.5399933
70,1.0,10.502,11.0,0.056299999,1671.78,942.33,2964.19,662.98,12.98075499,0.959999979,38.0,1416.87,-132.333313,66.50012207,72.3551025,2.0,3.0,1.95788372,167.1080017,-29.6760998,158693.0,76.280899,126.310997
71,1.0,10.497,11.0,0.0583,1682.34,892.35,2987.9,614.01,12.58967831,0.959999979,36.0,1328.14,-134.333313,66.50012207,70.5,4.0,3.0,1.78014755,206.3329926,-27.4458008,147865.0,111.413002,336.4530029
72,1.0,9.995,10.0,0.0175,1991.64,1107.07,3673.84,463.45,27.50454508,1.440000057,37.0099983,297.55,-160.333313,65.50012207,87.0,6.0,1.0,0.92125601,-65.1302032,-26.9333992,61013.69922,117.5910034,326.6180115
73,1.0,10.0,11.0,0.026699999,1672.93,1062.12,2932.13,757.24,14.57737974,0.959999979,34.0,1593.9,-128.333313,66.50012207,68.7169037,2.0,3.0,2.11297703,360.9140015,-33.7868996,227502.0,107.2229996,98.0182037
74,1.0,10.0,11.0,0.026699999,1672.93,1062.12,2932.13,757.24,14.57737974,0.959999979,34.0,1593.9,-129.333313,66.50012207,70.3666,2.0,3.0,2.17927432,245.0570068,-33.9230995,228374.0,91.8634033,82.933197
75,1.0,10.502,11.0,0.061700001,1676.14,916.32,2975.42,637.17,12.74754878,0.959999979,39.0,1372.52,-133.333313,66.50012207,72.5058975,4.0,3.0,1.87359619,292.7049866,-27.5167007,152882.0,88.405899,114.1389999
76,1.0,20.001,20.0,0.0254,1562.1,978.71,2821.67,670.48,13.72953022,0.959999979,46.0,1608.97,-128.333313,65.50012207,74.9962006,2.0,3.0,1.99622583,240.1889954,-33.6946983,176900.0,67.1448975,122.7669983
77,1.0,12.997,13.0,-0.020199999,1596.06,1090.2,2809.82,774.31,16.26345597,0.959999979,41.0,1573.0,-124.333313,65.50012207,64.8893967,2.0,3.0,2.34988117,128.2339935,-37.8480988,168373.0,95.4324036,244.7480011
78,1.0,19.996,20.0,0.015699999,1567.57,1003.84,2816.56,692.74,14.30034965,0.959999979,46.0,1617.41,-127.333313,65.50012207,71.0035019,2.0,3.0,2.02062964,31.5168991,-33.8348999,176554.0,63.1170006,201.526001
79,1.0,19.004,12.0,0.0374,1560.82,856.02,2856.2,578.54,12.02081528,1.440000057,38.0,1426.32,-132.333313,65.50012207,79.4408035,2.0,3.0,1.77267838,-4.6304898,-34.8339005,127156.0,74.2659988,917.9860229
80,1.0,12.997,13.0,-0.009,1584.59,1059.89,2810.63,744.88,15.5724115,0.959999979,41.0,1585.93,-125.333313,65.50012207,64.4329987,2.0,3.0,2.22960377,126.0889969,-35.9334984,161690.0,76.7485962,189.9440002
81,1.0,14.001,15.0,0.035500001,1558.04,887.17,2845.48,604.12,12.34908904,1.440000057,38.0,1472.1,-131.333313,65.50012207,75.4162979,2.0,3.0,1.88452065,114.7720032,-35.9547997,153327.0,69.524498,854.6870117
82,1.0,14.001,15.0,0.0339,1557.32,920.02,2836.14,624.64,12.74754878,1.440000057,46.0,1517.8,-130.333313,65.50012207,75.0756989,2.0,3.0,2.00237918,52.6738014,-35.6738014,166668.0,60.4171982,782.3029785
83,1.0,20.001,20.0,0.0254,1562.1,978.71,2821.67,670.48,13.72953022,0.959999979,46.0,1608.97,-129.333313,65.50012207,75.0759964,2.0,3.0,2.0396142,106.2180023,-34.4674988,171871.0,63.8880005,457.4890137
84,1.0,19.996,20.0,0.0035,1575.08,1031.0,2812.87,717.61,14.91643389,0.959999979,41.0,1600.75,-126.333313,65.50012207,66.6509018,2.0,3.0,2.11282587,64.5416031,-34.6329002,167978.0,75.2416992,415.1499939
85,5.0,12.996,13.0,-0.029200001,1609.45,1122.11,2810.46,805.69,16.98528775,0.959999979,41.0,1562.02,-123.333313,65.50012207,65.9253006,2.0,3.0,2.40616393,262.8840027,-40.0021019,204706.0,85.0110016,273.2120056
86,6.0,13.004,12.0,-0.0115,1854.95,1593.59,2845.11,1278.07,20.50609665,0.959999979,39.4000015,1201.63,-110.333313,64.50012207,35.5,1.0,1.0,3.69108868,23.6177998,-40.1072006,216612.0,61.3419991,455.5469971
87,1.0,12.997,13.0,-0.0229,1476.4,976.71,2699.37,666.9,14.8492424,1.440000057,41.0,1480.14,-126.333313,64.50012207,71.9503021,2.0,3.0,2.00037313,-86.2027969,-35.7783012,134225.0,36.9369011,486.0920105
88,1.0,10.497,11.0,-0.075199999,1681.05,574.13,3021.34,277.12,14.15980226,1.440000057,33.4700012,827.26,-146.333313,64.50012207,84.7778015,6.0,2.0,1.07499492,-8.3060598,-30.3180008,51262.5,96.9281006,338.8059998
89,1.0,12.996,13.0,-0.032900002,1520.93,1082.77,2701.43,772.78,17.10263138,0.959999979,39.0,1443.51,-123.333313,64.50012207,66.6988983,2.0,3.0,2.24852204,58.0983009,-35.2090988,195655.0,103.9570007,310.6610107
90,1.0,10.5,11.0,-0.079099998,1696.73,506.36,3029.88,242.04,15.70031847,1.440000057,38.3300018,695.5,-148.333313,63.50012207,69.2221985,6.0,3.0,0.9661631,-59.6599007,-36.0775986,110891.0,54.6328011,1220.829956
91,1.0,12.996,13.0,-0.032900002,1520.93,1082.77,2701.43,772.78,17.10263138,0.959999979,39.0,1443.51,-122.333313,64.50012207,68.4356003,1.0,3.0,2.31705618,208.4779968,-38.3841019,226221.0,93.5791016,203.1080017
92,1.0,12.997,13.0,-0.027799999,1489.15,1010.52,2698.51,700.49,15.5724115,0.959999979,41.0,1465.76,-125.333313,64.50012207,67.8368988,2.0,3.0,2.08795619,-66.4203033,-33.9632988,149321.0,47.6901016,380.6579895
93,1.0,12.997,13.0,-0.027799999,1489.15,1010.52,2698.51,700.49,15.5724115,0.959999979,41.0,1465.76,-124.333313,64.50012207,67.3370972,2.0,3.0,2.17643881,-46.4355011,-33.6343002,170206.0,87.4101028,332.5180054
94,1.0,12.499,13.0,-0.034299999,1382.93,937.03,2587.19,636.14,14.91643389,1.440000057,39.0,1359.17,-125.333313,63.50012207,69.3410034,2.0,3.0,1.95140254,-7.4771099,-37.3059006,129669.0,59.0508003,819.0739746
95,1.0,10.5,11.0,-0.070699997,1505.49,457.62,2846.13,201.56,11.51086443,1.440000057,35.9099998,987.73,-143.333313,63.50012207,63.8703995,6.0,2.0,0.98438752,-49.6403999,-34.6851006,75666.79688,61.8723984,824.0910034
96,1.0,13.003,12.0,-0.0363,1399.48,976.45,2587.93,675.6,15.70031847,1.440000057,39.0,1345.51,-123.333313,63.50012207,72.4838028,2.0,3.0,2.13103747,-78.3878021,-34.5183983,189850.0,70.2033997,481.6199951
97,1.0,12.499,13.0,-0.034299999,1382.93,937.03,2587.19,636.14,14.91643389,1.440000057,39.0,1359.17,-124.333313,63.50012207,72.7479019,2.0,3.0,2.03249741,-98.3426971,-35.3250999,164453.0,79.7580032,390.2290039
98,1.0,13.003,12.0,-0.0352,1418.27,1017.12,2590.34,714.58,16.50757402,0.959999979,39.0,1334.29,-122.333313,63.50012207,76.8002014,1.0,3.0,2.24702239,2.2541001,-35.8972015,213437.0,85.6837006,354.5270081
99,1.0,10.504,11.0,-0.062100001,1479.26,462.38,2819.51,206.15,10.9772492,1.440000057,35.1300011,1036.28,-141.333313,63.50012207,84.4259033,6.0,2.0,1.00545061,71.4810028,-33.1730995,64695.60156,65.2733994,840.0599976
100,1.0,19.001,12.0,0.0111,1334.69,738.89,2617.76,448.15,10.9772492,1.440000057,43.0,1487.65,-130.333313,63.50012207,96.0251007,4.0,3.0,1.37451673,-29.6019001,-40.5976982,142428.0,-6.0283999,1384.579956
101,1.0,10.498,11.0,-0.039799999,1849.66,606.17,3172.39,277.2,19.03943276,1.440000057,35.9099998,500.18,-152.333313,63.50012207,99.0,6.0,3.0,0.95340127,-10.1695004,-27.5216999,54276.0,103.9560013,322.5369873
102,5.0,13.0,12.0,-0.037300002,1462.2,1101.55,2600.17,797.13,18.17965896,0.959999979,39.0,1319.43,-120.333313,63.50012207,91.1095963,1.0,3.0,2.52649379,-129.3730011,-40.6645012,177781.0,98.5642014,341.5549927
103,6.0,13.0,12.0,-0.0218,1557.93,1342.28,2563.56,1019.7,18.82817038,0.959999979,35.3600006,1228.76,-114.333313,62.50012207,57.0589981,1.0,1.0,3.30315995,-147.7420044,-39.1925011,229481.0,72.4775009,198.2180023
104,5.0,12.499,13.0,-0.037900001,1422.82,1146.03,2507.57,827.76,19.45507646,0.959999979,36.0499992,1203.62,-119.333313,62.50012207,93.118103,1.0,3.0,2.55206561,17.9985008,-39.1808014,185354.0,79.6014023,466.5620117
105,1.0,13.003,12.0,-0.038899999,1296.06,914.48,2476.67,610.5,15.11621646,1.440000057,39.0,1238.06,-124.333313,62.50012207,80.4401016,2.0,3.0,1.91805744,-102.1760025,-36.1175003,138703.0,66.9044037,756.0250244
106,1.0,10.498,11.0,-0.0429,1310.3,413.24,2648.05,220.16,8.860022573,1.440000057,34.0,1212.06,-138.333313,62.50012207,86.0,6.0,2.0,0.88962376,-73.4992981,-33.3614998,56723.39844,32.9151993,1167.170044
107,1.0,13.003,12.0,-0.038899999,1296.06,914.48,2476.67,610.5,15.11621646,1.440000057,39.0,1238.06,-123.333313,62.50012207,82.5397034,2.0,3.0,2.02415252,-150.9279938,-33.6955986,155084.0,92.5597,113.927002
108,1.0,13.0,12.0,-0.0328,1340.28,1004.58,2483.68,692.95,16.80773631,0.959999979,39.0,1215.63,-121.333313,62.50012207,90.5811005,2.0,3.0,2.26710367,-115.3069992,-35.5617981,174011.0,89.9355011,214.5850067
109,5.0,13.0,12.0,-0.032499999,1365.76,1051.01,2489.88,736.67,17.67766953,0.959999979,39.0,1208.69,-120.333313,62.50012207,93.3578033,1.0,3.0,2.41078115,-45.3731995,-38.5410004,157076.0,110.8560028,467.5669861
110,1.0,13.003,12.0,-0.036699999,1317.0,959.02,2479.28,650.78,15.95305613,0.959999979,39.0,1225.44,-122.333313,62.50012207,86.9168015,2.0,3.0,2.13822746,-150.8769989,-33.3521004,182744.0,71.4417038,347.6000061
111,6.0,12.503,13.0,0.033500001,2268.04,3451.53,4130.02,2507.04,34.27097898,0.959999979,37.3600006,142.12,-74.33331299,61.50012207,37.8889008,1.0,2.0,2.70454001,-135.3580017,-37.1016998,257110.0,83.219101,326.5209961
112,5.0,12.499,13.0,-0.037900001,1422.82,1146.03,2507.57,827.76,19.45507646,0.959999979,36.0499992,1203.62,-118.333313,62.50012207,90.5871964,1.0,3.0,2.69095683,87.2068024,-38.6032982,196211.0,81.5506973,230.6309967
