FID,thermo_tecto_age,thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,heat_prod_provinces,thickness_crust,d_2_young_rift,lon,lat,GHF,upper_mantle_vel_structure,rock_type,age,magnetic_anomaly,depth_to_moho,lithos_asthenos_bdry,bougeur_gravity_anomaly,topography
2469,1.0,16.0,8.0,0.0025,226.34,135.2,74.06,617.22,33.14362684,2.319999933,35.0,420.03,132.666687,-1.5,84.6102982,6.0,3.0,1.64521003,-9999.0,-25.8330994,72002.79688,200.9219971,191.0639954
2470,1.0,12.996,11.0,0.0111,259.71,159.29,105.68,445.18,35.10697936,2.319999933,30.0,575.24,131.666687,-1.5,87.9330978,6.0,3.0,1.64521003,-9999.0,-20.7973003,53387.80078,216.1159973,0.964269
2471,1.0,16.0,8.0,0.0025,226.34,135.2,74.06,617.22,33.14362684,2.319999933,35.0,420.03,133.666687,-1.5,95.0289993,6.0,3.0,1.64521003,-9999.0,-29.8588009,74418.5,155.4530029,652.6229858
2472,1.0,10.999,7.0,0.0068,333.42,188.98,175.78,569.01,33.35416016,2.319999933,33.0,333.85,133.666687,-3.5,62.2966003,3.0,3.0,1.64521003,-9999.0,-18.7553005,112705.0,191.0610046,16.5415993
2473,1.0,16.0,8.0,-0.034200002,296.8,26.15,117.75,93.2,23.50531855,2.319999933,35.0,298.87,143.666687,-4.5,51.8148003,6.0,3.0,1.16042566,-9999.0,-31.8733006,122054.0,97.6486969,22.7901993
2474,1.0,16.0,8.0,-0.0087,614.87,138.07,290.44,346.65,26.27736669,2.319999933,35.0,277.8,141.666687,-4.5,70.8147964,6.0,3.0,1.20234621,-9999.0,-26.6905994,146647.0,181.6959991,567.8610229
2475,1.0,16.003,8.0,-0.0196,515.19,208.85,340.95,232.26,25.26855754,2.319999933,35.0,53.14,143.666687,-6.5,73.2406998,6.0,3.0,1.0389806,-9999.0,-44.2137985,72280.20313,93.4947968,775.2199707
2476,1.0,12.999,11.0,0.0077,756.43,429.67,522.13,448.13,27.50454508,2.319999933,35.0,106.46,141.666687,-7.5,103.1110001,3.0,3.0,1.09570229,-9999.0,-24.7290001,126568.0,173.0319977,9.3517704
2477,1.0,16.0,8.0,0.0044,532.52,224.19,450.69,222.41,24.86966023,2.319999933,35.0,8.05,144.666687,-7.5,85.0370026,6.0,3.0,1.0174315,-9999.0,-23.8997002,74543.79688,175.9490051,1.42785
2478,1.0,16.0,8.0,-0.0086,486.28,157.9,455.26,181.08,24.01041441,2.319999933,35.0,46.47,145.666687,-7.5,66.4814987,6.0,3.0,1.07525921,-73.5781021,-29.3125,63979.89844,133.5220032,63.5536003
2479,5.0,13.998,14.0,-0.0015,1438.54,470.67,1276.27,746.22,27.57716447,2.400000095,39.0,637.63,132.666687,-12.5,85.1667023,2.0,3.0,2.60289931,-55.1591988,-33.1867981,257893.0,173.7850037,18.3521004
2480,5.0,13.999,14.0,0.0011,1445.54,433.28,1287.51,704.55,27.97320146,2.400000095,36.6100006,684.27,130.666687,-13.5,74.9167023,2.0,3.0,2.49533772,9.5573196,-36.2192993,245527.0,169.5460052,16.3341007
2481,6.0,10.999,12.0,0.0065,1834.83,695.6,1513.09,939.73,26.76751763,2.400000095,30.6900005,1141.17,128.666687,-15.5,58.9166985,2.0,3.0,2.36294556,3.59689,-34.9188995,215636.0,151.7460022,34.6399994
2482,5.0,13.998,14.0,0.003,1810.12,1070.18,1639.25,1346.57,22.46107745,2.400000095,43.8199997,982.43,135.666687,-16.5,70.4000015,1.0,3.0,2.84843373,19.4634991,-31.3859005,254439.0,143.3200073,154.677002
2483,1.0,12.002,12.0,-0.0015,2193.55,731.06,1626.38,1004.6,27.61340254,2.920000076,38.2700005,1447.57,124.666687,-17.5,55.2867012,2.0,3.0,2.22474766,-22.7481003,-27.2651997,166390.0,186.072998,47.9250984
2484,1.0,8.998,9.0,0.0038,2241.37,702.49,1620.6,987.78,28.2931087,2.920000076,36.3699989,1397.22,123.666687,-17.5,54.9261017,2.0,3.0,2.22721004,-8.9863901,-24.0188007,172235.0,165.5559998,1.94969
2485,2.0,10.0,11.0,-0.036699999,1083.85,1166.22,1556.79,966.19,19.09188309,2.319999933,33.0900002,156.36,145.666687,-17.5,96.1667023,6.0,1.0,1.13143563,-27.3978004,-34.0551987,50054.5,120.5579987,908.5709839
2486,5.0,11.998,12.0,-0.003,2185.13,947.03,1793.55,1198.08,24.90983741,2.400000095,42.9700012,1477.63,127.666687,-18.5,40.8610992,2.0,3.0,2.41198373,-60.0558014,-38.9827003,251618.0,132.6909943,419.0169983
2487,1.0,8.998,9.0,0.0038,2241.37,702.49,1620.6,987.78,28.2931087,2.920000076,36.3699989,1397.22,122.666687,-17.5,52.4123993,2.0,3.0,2.22721004,2.8120501,-24.2900009,185542.0,146.8289948,138.9279938
2488,1.0,10.003,10.5,-0.009,2389.86,792.76,1733.36,1082.69,28.2931087,2.920000076,33.7299995,1423.51,122.666687,-18.5,55.8036995,2.0,3.0,2.31025147,-52.4132996,-31.9923,183325.0,137.7839966,119.2310028
2489,4.0,12.005,12.49,-0.025800001,1230.74,1233.82,1563.15,1056.54,20.50609665,2.400000095,35.7299995,349.78,143.666687,-17.5,80.8332977,6.0,3.0,1.35142934,9.5312405,-32.9989014,58603.19922,157.4810028,192.4900055
2490,1.0,11.004,11.0,0.0059,2294.55,838.5,1737.29,1114.11,26.87936011,2.920000076,37.2700005,1544.69,124.666687,-18.5,57.6230011,2.0,3.0,2.31300807,-7.4587998,-25.8602009,182802.0,133.427002,89.2670975
2491,1.0,11.004,11.0,0.0001,2253.37,870.51,1749.46,1134.43,26.20114501,2.920000076,40.1199989,1597.56,125.666687,-18.5,54.4067001,2.0,3.0,2.30896926,0.782016,-30.198,203566.0,137.9620056,90.3305969
2492,1.0,10.003,10.5,0.0002,2340.14,810.3,1731.9,1097.41,27.57716447,2.920000076,35.3699989,1487.92,123.666687,-18.5,57.5367012,2.0,3.0,2.31025147,-54.4202003,-28.9696999,174831.0,143.6860046,155.9230042
2493,1.0,11.998,12.0,-0.0049,2292.31,1049.54,1900.99,1302.05,24.13503677,2.920000076,37.8199997,1573.02,127.666687,-19.5,49.040699,1.0,3.0,2.55453634,-87.3486023,-34.1805992,273019.0,102.2639999,333.4249878
2494,1.0,10.003,10.5,-0.019300001,2487.48,903.55,1844.56,1193.39,27.61340254,2.920000076,33.1800003,1515.16,122.666687,-19.5,58.0514984,2.0,3.0,2.32608533,81.6308975,-32.6473007,178746.0,136.0149994,88.4498978
2495,1.0,11.998,12.0,-0.0024,2322.41,1009.86,1877.28,1268.43,24.78911051,2.920000076,35.5099983,1628.21,125.666687,-19.5,57.5196991,2.0,3.0,2.41961312,-71.2471008,-30.4311008,233912.0,136.3509979,212.1600037
2496,1.0,11.998,12.0,-0.0024,2322.41,1009.86,1877.28,1268.43,24.78911051,2.920000076,35.5099983,1628.21,126.666687,-19.5,54.3767014,2.0,3.0,2.44879866,-62.4623985,-33.0182991,265446.0,110.7350006,270.677002
2497,5.0,14.995,16.01,0.015900001,2218.52,1240.35,2010.76,1508.21,20.79663434,2.400000095,43.2700005,1367.53,133.666687,-19.5,110.6910019,1.0,3.0,2.82371116,-205.1300049,-37.1212997,245135.0,122.8799973,280.2789917
2498,5.0,15.996,17.0,0.0185,2050.11,1313.28,1980.16,1585.14,19.96246478,2.400000095,45.9099998,1221.6,134.666687,-19.5,100.2070007,1.0,3.0,2.7889204,-63.2336998,-36.3222008,261452.0,117.0650024,314.2990112
2499,5.0,11.997,12.5,-0.0058,2246.86,1136.14,1965.69,1379.88,22.90196498,2.400000095,40.3899994,1480.23,129.666687,-19.5,36.703701,1.0,3.0,2.50905895,-150.5890045,-36.0517006,257868.0,129.3910065,421.4320068
2500,5.0,14.001,14.0,0.0039,1932.46,1504.83,2019.47,1705.02,18.34393633,2.400000095,42.7900009,1060.0,137.666687,-20.5,59.5290985,2.0,3.0,2.45502043,5.4109101,-34.5556984,230349.0,131.0050049,206.5500031
2501,1.0,10.004,10.0,0.0099,2399.85,1152.74,2008.85,1406.47,23.37733946,2.920000076,35.0,1670.34,126.666687,-20.5,56.2184982,2.0,3.0,2.54681802,-73.6781998,-28.1588001,280324.0,119.6719971,292.651001
2502,1.0,10.996,10.0,-0.0116,2540.65,1028.16,1954.5,1317.21,26.20114501,2.920000076,35.3699989,1665.94,123.666687,-20.5,61.735199,2.0,3.0,2.53579569,-65.6417007,-33.8698006,241521.0,117.637001,266.3320007
2503,5.0,15.001,16.0,0.0147,2287.07,1346.13,2119.96,1610.16,19.91230775,2.400000095,44.8499985,1453.37,133.666687,-20.5,103.2070007,1.0,3.0,2.78557134,56.3026009,-37.3532982,252363.0,89.4652023,351.8940125
2504,1.0,16.996,16.0,0.020400001,1820.88,456.99,763.89,132.86,19.14418972,1.940000057,42.4000015,385.32,42.66668701,42.50012207,68.1434021,6.0,3.0,0.69894373,-8.1211901,-27.5960999,74982.5,17.0179005,702.3870239
2505,1.0,18.996,12.0,0.034400001,2191.14,826.31,1126.91,343.93,22.63846285,1.779999971,40.8100014,755.34,44.66668701,45.50012207,67.6774979,3.0,3.0,1.63025892,-129.1920013,-40.8049011,116021.0,67.9776993,61.861599
2506,1.0,9.0,9.004,-0.0317,1050.99,1196.5,1190.22,478.31,5.700877126,1.940000057,27.1599998,19.41,3.666687012,45.50012207,93.4759979,4.0,1.0,1.15499997,-0.320835,-46.5709991,59072.39844,76.4733963,701.0310059
2507,1.0,10.997,11.0,0.0128,2153.39,909.81,905.02,936.71,15.70031847,1.940000057,41.3699989,299.82,25.66668701,45.50012207,54.0321007,3.0,3.0,1.34414649,-15.8081999,-46.8398018,71578.0,45.7756004,1157.609985
2508,1.0,18.996,12.0,0.033100002,2228.46,855.13,1174.51,366.65,23.37733946,1.779999971,40.8800011,791.44,45.66668701,45.50012207,61.9303017,2.0,3.0,1.56396151,-209.4369965,-36.989399,176028.0,82.4661026,-0.371288
2509,1.0,10.001,10.0,-0.0381,1261.28,971.16,849.85,448.35,4.74341649,1.940000057,31.0499992,95.96,7.666687012,45.50012207,71.889801,3.0,3.0,1.23816621,96.251503,-45.016201,59596.69922,81.7962036,1743.589966
2510,1.0,14.999,14.0,0.0033,2094.85,1003.05,1022.16,930.99,15.50806242,1.779999971,41.6800003,320.62,27.66668701,45.50012207,53.7709999,3.0,3.0,1.59806752,15.809,-44.3782005,111364.0,65.6807022,11.7686996
2511,1.0,11.999,13.0,0.0265,2004.38,903.13,990.94,791.04,16.4468842,1.779999971,40.5900002,553.44,32.66668701,45.50012207,57.2243004,2.0,3.0,1.88796997,-27.6315994,-29.6655998,208049.0,103.6029968,-30.1537991
2512,1.0,9.0,8.996,0.0105,1898.17,686.65,565.66,627.91,12.34908904,1.940000057,26.5400009,84.87,18.66668701,45.50012207,88.9288025,6.0,3.0,1.04420316,-143.6759949,-27.8094997,56505.80078,112.9329987,94.441597
2513,1.0,9.002,10.0,-0.0427,1372.14,918.9,732.36,444.75,5.700877126,1.940000057,36.8899994,78.97,10.66668701,45.50012207,60.1659012,4.0,3.0,1.19917619,-26.2026997,-30.5499992,122388.0,74.7651978,86.0054016
2514,1.0,18.001,14.0,0.045499999,2097.57,764.06,1012.17,381.33,20.55480479,1.779999971,43.4000015,649.21,41.66668701,45.50012207,75.0705032,2.0,3.0,1.69710004,82.3787003,-50.2363014,72703.60156,62.6175995,159.4160004
2515,1.0,9.999,10.0,-0.0152,990.13,1374.68,1410.64,598.2,7.90569415,1.940000057,30.2600002,155.06,-0.333312988,45.50012207,83.6591034,4.0,3.0,1.29524755,-17.3052006,-38.0607986,158805.0,96.3307037,49.4351997
2516,1.0,9.999,10.0,0.0097,2042.09,711.36,630.74,743.29,14.23024947,1.940000057,28.2700005,88.06,19.66668701,45.50012207,96.4272003,6.0,3.0,1.06771433,-0.996976,-27.6390991,47932.39844,114.4150009,76.0660019
2517,1.0,8.003,10.0,-0.015699999,1083.48,1142.96,1118.74,463.15,5.14781507,1.940000057,28.9899998,8.74,4.666687012,45.50012207,90.4709015,4.0,3.0,1.15301192,-5.7155399,-40.4710999,55890.0,91.5474014,637.9879761
2518,1.0,15.996,14.0,0.050700001,1944.24,649.4,856.32,411.48,18.50675552,1.940000057,41.25,487.69,38.66668701,44.50012207,58.1987,4.0,3.0,2.03192258,-168.4340057,-24.1082001,169106.0,132.1519928,223.8800049
2519,1.0,16.998,16.5,0.038699999,2156.79,799.28,1083.61,338.54,21.92031022,1.779999971,42.1199989,725.1,43.66668701,45.50012207,73.6727982,3.0,3.0,1.6537838,-43.5973015,-41.2610016,69227.70313,71.4992981,191.5970001
2520,1.0,11.999,13.0,0.0265,2004.38,903.13,990.94,791.04,16.4468842,1.779999971,40.5900002,553.44,33.66668701,44.50012207,54.3142014,4.0,3.0,1.88796997,-108.8339996,-17.3868008,190979.0,180.3869934,-179.1049957
2521,1.0,18.001,14.0,0.047800001,1966.81,646.38,879.81,346.5,19.14418972,1.779999971,42.2099991,514.94,40.66668701,44.50012207,65.3619995,3.0,3.0,1.28895235,26.2154999,-32.7564011,89223.39844,80.9592972,484.6860046
2522,1.0,15.996,14.0,0.050700001,1944.24,649.4,856.32,411.48,18.50675552,1.940000057,41.25,487.69,39.66668701,44.50012207,61.6925011,3.0,3.0,1.98850751,41.2965012,-29.1795998,109848.0,75.2923965,342.0629883
2523,1.0,5.7,6.301,-0.049899999,112.83,617.93,1094.4,444.3,22.90196498,2.319999933,21.0,2276.34,177.666687,-17.5,83.5,5.0,1.0,1.37758756,105.3560028,-28.3358994,24945.40039,230.5879974,-31.4155006
2524,4.0,14.995,16.01,0.0105,1689.12,1669.65,1931.99,1507.18,17.67766953,2.400000095,46.5200005,767.54,140.666687,-20.5,81.2619019,2.0,3.0,1.91071224,68.1953964,-29.8407993,132199.0,166.3379974,178.0160065
2525,2.0,11.997,12.0,-0.023700001,1357.82,1491.6,1839.93,1284.95,17.10263138,2.319999933,40.1899986,333.6,145.666687,-20.5,72.5832977,6.0,3.0,1.50812376,4.5310402,-34.4466019,71760.60156,151.7969971,517.7249756
2526,2.0,12.003,12.0,-0.026699999,1262.55,1461.5,1748.54,1247.47,15.5724115,2.319999933,37.0,211.82,147.666687,-20.5,59.75,6.0,3.0,1.40996933,39.6301003,-30.3169994,60252.30078,160.1820068,140.4329987
2527,4.0,14.999,16.0,0.0101,1767.46,1615.94,1955.58,1568.99,17.8465683,2.400000095,45.8499985,864.65,139.666687,-20.5,77.4020996,2.0,3.0,2.06791592,59.3902016,-32.1716995,199022.0,148.6439972,366.0419922
2528,1.0,10.996,10.0,-0.0054,2642.18,1137.78,2065.8,1427.29,25.54407955,2.920000076,37.5400009,1758.69,122.666687,-21.5,56.2593002,1.0,3.0,2.48841071,-45.331501,-34.2078018,253532.0,147.246994,279.2839966
2529,1.0,10.004,10.0,0.0095,2507.71,1255.2,2117.05,1511.74,22.63846285,2.920000076,37.1899986,1769.28,127.666687,-21.5,57.9574013,1.0,3.0,2.65779948,22.0323009,-27.5102005,252514.0,123.7360001,353.6730042
2530,4.0,14.999,16.0,0.0101,1767.46,1615.94,1955.58,1568.99,17.8465683,2.400000095,45.8499985,864.65,138.666687,-20.5,70.3867035,2.0,3.0,2.27896595,39.8493004,-35.4804993,241028.0,135.9730072,237.098999
2531,6.0,10.005,11.0,-0.031199999,2954.38,1128.7,2125.14,1457.89,30.3726851,1.970000029,31.9699993,1526.61,116.666687,-21.5,44.1481018,2.0,3.0,2.73918748,-146.1349945,-36.8204002,191020.0,121.6729965,192.2129974
2532,4.0,14.995,16.01,0.0116,1766.31,1766.47,2041.21,1599.92,16.68831927,2.400000095,43.8699989,811.75,140.666687,-21.5,87.5154037,1.0,3.0,2.0079906,-62.5353012,-32.0042992,164639.0,142.602005,351.6730042
2533,6.0,12.999,12.0,-0.022500001,2936.24,1237.06,2221.45,1547.03,28.99137803,1.970000029,32.7900009,1657.15,118.666687,-22.5,41.0369987,2.0,3.0,2.73755002,-51.3684998,-49.7667007,217347.0,80.521698,716.8790283
2534,2.0,12.999,13.0,0.0077,2555.31,1520.84,2353.58,1755.28,19.30025907,2.400000095,40.5800018,1719.91,131.666687,-22.5,59.1110992,1.0,3.0,2.77140546,286.0899963,-36.5607986,249879.0,75.0871964,641.15802
2535,1.0,12.004,12.0,-0.013,1424.91,1679.72,1922.88,1454.28,13.50925609,2.400000095,36.5400009,292.19,148.666687,-22.5,71.1296005,6.0,3.0,1.28629005,53.9771004,-30.4036007,59420.10156,148.0740051,181.8939972
2536,6.0,13.003,12.0,-0.0206,2943.63,1239.76,2230.14,1566.66,29.84124662,1.970000029,33.9900017,1636.17,117.666687,-22.5,45.4028015,2.0,3.0,2.75292492,-425.1019897,-46.0334015,230542.0,100.6210022,584.7109985
2537,6.0,12.999,12.0,-0.0176,2820.25,1336.65,2322.87,1643.74,27.61340254,1.970000029,36.8499985,1791.22,119.666687,-23.5,44.6296005,1.0,3.0,2.92089009,336.696991,-39.8179016,245576.0,73.9978027,647.3660278
2538,2.0,10.004,11.0,-0.0178,1479.84,1767.15,1983.47,1557.61,11.33578405,2.319999933,35.0900002,200.5,150.666687,-23.5,55.1296005,5.0,3.0,1.027246,270.0029907,-29.8742008,52935.10156,182.5420074,112.314003
2539,1.0,12.003,12.0,0.0043,2069.17,1848.17,2304.87,1842.1,15.18222645,2.400000095,38.8199997,1100.6,138.666687,-23.5,78.1667023,1.0,3.0,2.45103145,61.1128006,-30.3264999,212485.0,125.4349976,150.1119995
2540,3.0,17.002,17.0,0.0243,2462.26,1667.72,2448.7,1892.73,17.33493582,2.400000095,48.8499985,1560.83,133.666687,-23.5,61.3333015,1.0,3.0,2.9657824,99.9021988,-39.982399,256049.0,75.2956009,757.276001
2541,5.0,10.004,11.0,-0.0049,2855.99,1362.43,2200.07,1695.35,31.08858311,1.970000029,35.1800003,1726.07,115.666687,-23.5,65.4768982,2.0,3.0,2.71354604,-106.5049973,-36.8764,200260.0,150.9669952,229.1340027
2542,1.0,11.0,11.0,0.0022,1609.55,1904.47,2112.36,1657.68,11.51086443,2.400000095,35.8100014,348.88,149.666687,-24.5,58.2406998,5.0,3.0,1.04738057,45.5517998,-24.3500996,64534.30078,152.576004,142.8249969
2543,1.0,9.999,11.0,0.0022,2727.63,1482.5,2244.0,1809.3,31.53569406,2.920000076,29.7299995,1836.85,114.666687,-24.5,55.3889008,2.0,3.0,2.77654457,2.2105899,-31.8463001,175650.0,149.6990051,73.0695038
2544,1.0,11.999,12.0,-0.018200001,1699.44,1909.48,2203.13,1734.13,10.12422837,2.400000095,37.3300018,331.41,150.666687,-25.5,55.125,6.0,3.0,0.95076311,125.2340012,-30.8398991,70653.60156,181.0899963,352.131012
2545,1.0,10.0,11.0,0.0033,2525.73,1694.77,2487.54,2026.69,29.80771712,2.920000076,34.9700012,2059.87,115.666687,-26.5,53.296299,2.0,3.0,3.00361991,80.7026978,-34.9309006,250935.0,128.3600006,260.3829956
2546,5.0,13.003,12.0,0.0006,2466.21,1724.19,2633.49,2008.16,20.94039159,1.970000029,44.6399994,1929.84,125.666687,-26.5,36.0,1.0,3.0,3.09227586,-64.3539963,-37.3007011,244025.0,85.6836014,467.9379883
2547,6.0,13.002,12.0,-0.0007,2486.52,1669.77,2651.94,1976.15,26.1629509,1.970000029,38.1500015,2113.72,118.666687,-26.5,47.2406998,1.0,3.0,3.43161559,-69.6976013,-46.0797005,304087.0,70.3373032,502.4729919
2548,1.0,10.0,11.0,0.0089,2510.4,1703.63,2441.58,2031.46,30.73271872,2.920000076,31.1800003,2059.48,114.666687,-26.5,53.6110992,4.0,3.0,3.00361991,-44.0844994,-29.1914005,194740.0,147.7660065,73.767601
2549,1.0,11.998,12.0,-0.0186,1809.51,1944.45,2313.16,1786.9,9.617692031,2.400000095,37.6399994,397.43,149.666687,-26.5,57.3950996,6.0,3.0,1.01531434,65.530098,-31.9755993,63935.89844,111.7799988,369.8859863
2550,1.0,11.998,12.0,-0.0186,1809.51,1944.45,2313.16,1786.9,9.617692031,2.400000095,37.6399994,397.43,150.666687,-26.5,55.2083015,6.0,3.0,0.95969564,-0.315421,-32.5649986,56436.0,147.3890076,357.5700073
2551,1.0,12.0,13.0,-0.0021,2451.53,2124.05,2856.17,2165.34,13.50925609,2.400000095,41.2999992,1226.13,133.666687,-27.5,75.0,1.0,3.0,2.88074541,316.3880005,-41.0714989,267744.0,85.0291977,323.6140137
2552,6.0,13.003,12.0,0.0042,2372.86,1778.11,2748.67,2081.03,24.82941804,1.970000029,35.9099998,2246.85,120.666687,-27.5,36.796299,1.0,3.0,3.44129133,-40.1903,-45.5293999,305399.0,97.5441971,515.7880249
2553,6.0,13.0,12.0,-0.0016,2389.47,1795.53,2683.82,2112.33,27.57716447,1.970000029,33.4399986,2186.57,117.666687,-27.5,49.551899,1.0,3.0,3.27005506,-8.9243603,-41.8377991,299891.0,105.4690018,439.6359863
2554,1.0,11.998,12.0,-0.0162,1919.73,1984.28,2403.74,1834.42,9.192388155,2.400000095,37.3499985,462.99,150.666687,-27.5,52.578701,6.0,3.0,1.01183689,57.3824005,-31.1973991,53424.19922,120.7460022,299.7839966
2555,6.0,13.0,12.0,-0.0016,2389.47,1795.53,2683.82,2112.33,27.57716447,1.970000029,33.4399986,2186.57,116.666687,-27.5,51.7406998,2.0,3.0,3.07992506,-173.7859955,-39.7589989,283403.0,137.401001,333.2619934
2556,2.0,10.004,11.0,-0.023399999,1902.84,1801.37,2249.47,1782.02,7.38241153,2.319999933,36.5499992,326.14,152.666687,-27.5,58.6929016,5.0,1.0,0.95587403,-1.76457,-29.9312992,63796.39844,174.9889984,113.5070038
2557,1.0,12.001,12.0,0.0052,2186.76,2321.09,2670.32,1918.71,10.51189802,2.400000095,34.6500015,635.86,142.666687,-27.5,85.6110992,2.0,3.0,1.97501612,-15.4765997,-31.5995007,231805.0,140.3549957,138.1940002
2558,1.0,10.997,11.0,0.002,2287.79,2336.03,2700.01,1979.0,10.79351657,2.400000095,32.6100006,755.93,139.666687,-27.5,95.9897003,1.0,3.0,2.33245921,-56.4640999,-32.655899,251559.0,140.6450043,42.6809998
2559,1.0,12.001,12.0,0.0052,2186.76,2321.09,2670.32,1918.71,10.51189802,2.400000095,34.6500015,635.86,141.666687,-27.5,97.302597,2.0,3.0,2.11725426,-12.5358,-30.1028996,255564.0,147.9140015,89.1523972
2560,1.0,10.997,11.0,0.002,2287.79,2336.03,2700.01,1979.0,10.79351657,2.400000095,32.6100006,755.93,140.666687,-27.5,99.3018036,1.0,3.0,2.24995303,46.6547012,-31.2896004,254395.0,134.6759949,41.8526001
2561,1.0,11.0,11.0,0.0017,2381.59,2435.44,2810.2,2038.64,9.823441352,2.400000095,32.5400009,679.0,139.666687,-28.5,101.4629974,1.0,3.0,2.3346045,-25.0100002,-33.5513992,243646.0,132.5099945,28.5993996
2562,1.0,11.0,11.0,0.0017,2381.59,2435.44,2810.2,2038.64,9.823441352,2.400000095,32.5400009,679.0,140.666687,-28.5,102.6959991,1.0,3.0,2.24144006,-1.32788,-32.5084,241375.0,139.1750031,38.8210983
2563,6.0,13.001,12.0,0.0039,2266.2,1898.58,2845.79,2177.83,22.59424706,1.970000029,41.5800018,2035.71,122.666687,-28.5,39.8209991,1.0,3.0,3.3771081,-26.1623001,-39.6691017,272814.0,97.4319992,489.8269958
2564,1.0,11.003,11.0,-0.0027,2196.51,2027.62,2784.93,2358.51,28.78367593,2.920000076,33.3300018,2393.71,115.666687,-29.5,54.3518982,2.0,3.0,2.93344998,-36.2154999,-37.2593994,192417.0,84.3632965,238.7109985
2565,2.0,11.999,13.0,0.0002,2310.31,2494.69,2935.33,2134.04,9.192388155,2.319999933,37.0,691.76,139.666687,-29.5,106.3089981,1.0,3.0,2.35598803,-35.8863983,-32.8228989,270509.0,133.8650055,54.2383995
2566,5.0,11.004,11.0,-0.0071,2066.84,2333.66,3189.07,2326.56,13.72953022,1.970000029,37.2900009,1194.23,131.666687,-30.5,54.0,1.0,3.0,2.89348006,-180.2019958,-35.0718002,270796.0,155.8419952,99.7893982
2567,5.0,12.003,13.0,-0.017000001,2179.46,2498.41,3079.24,2323.32,9.924716621,1.970000029,40.7599983,867.79,136.666687,-30.5,89.4499969,1.0,3.0,2.53406692,272.8619995,-37.7327003,232808.0,132.7339935,113.7210007
2568,2.0,12.997,12.0,-0.0008,2199.0,2596.9,2872.43,2194.08,8.276472679,2.319999933,39.5299988,641.01,139.666687,-30.5,101.8779984,1.0,3.0,2.29019308,352.5209961,-32.9089012,261903.0,153.5429993,177.2019958
2569,6.0,12.996,12.0,-0.0046,2039.69,2114.82,3072.72,2346.85,22.77059507,1.970000029,37.3899994,2011.6,121.666687,-30.5,37.4892006,1.0,3.0,3.21895814,-73.467598,-39.3599014,300027.0,110.1750031,379.5130005
2570,5.0,14.003,13.0,-0.0134,2126.44,2449.18,3167.87,2364.43,11.33578405,1.970000029,41.8499985,985.45,134.666687,-30.5,58.7975998,1.0,3.0,2.7291162,-98.6633987,-36.4115982,266708.0,118.461998,144.0469971
2571,5.0,12.003,13.0,-0.0186,2195.13,2529.08,3009.69,2276.09,9.300537619,1.970000029,40.1300011,818.33,137.666687,-30.5,97.9447021,1.0,3.0,2.4583106,80.4456024,-38.5976982,246362.0,150.5679932,57.7929001
2572,6.0,12.5,13.0,-0.0035,1960.75,2245.68,3027.13,2546.89,27.2855273,1.970000029,38.2299995,2401.83,116.666687,-31.5,43.1758995,4.0,3.0,2.95444536,3.7895601,-37.4235992,224300.0,163.2879944,233.246994
2573,6.0,12.996,12.0,-0.0101,1928.42,2225.97,3183.81,2425.76,22.46107745,1.970000029,36.7900009,1965.01,121.666687,-31.5,36.3401985,1.0,3.0,3.11613941,6.9855199,-43.5253983,299674.0,107.8720016,384.9299927
2574,6.0,12.996,12.0,-0.0058,1927.61,2223.38,3191.45,2444.21,23.42007686,1.970000029,36.0099983,2052.33,120.666687,-31.5,40.1221008,1.0,3.0,3.04532814,102.1480026,-42.2042999,288172.0,115.6220016,415.980011
2575,6.0,12.496,13.0,-0.0041,1930.47,2225.53,3164.33,2465.66,24.38237068,1.970000029,35.1199989,2139.96,119.666687,-31.5,45.0209999,1.0,3.0,2.99678254,-87.5487976,-41.3194008,260015.0,119.6829987,416.2229919
2576,2.0,12.004,12.0,-0.0052,2146.18,2591.21,2389.9,2105.31,6.964194139,2.319999933,40.4799995,104.96,145.666687,-31.5,82.694397,6.0,3.0,1.38184309,-44.8297997,-35.594799,157568.0,142.8500061,211.2890015
2577,6.0,10.997,11.0,-0.017899999,1932.88,2231.6,3179.62,2410.79,21.50581317,1.970000029,37.0600014,1878.04,122.666687,-31.5,32.6153984,1.0,3.0,3.13419509,1.90772,-45.4094009,282163.0,98.8267975,305.7049866
2578,2.0,11.998,12.0,-0.0013,2096.55,2776.05,2658.25,2193.33,6.670832032,2.319999933,40.1199989,423.33,141.666687,-31.5,80.4814987,2.0,3.0,1.88598871,-190.3710022,-32.4124985,205160.0,164.345993,262.053009
2579,2.0,13.0,14.0,-0.0092,2170.72,2204.47,1992.78,1897.57,8.631338251,2.319999933,39.7299995,160.55,150.666687,-32.5,53.9166985,6.0,3.0,1.26249599,124.348999,-35.0956001,59442.69922,144.701004,316.3800049
2580,6.0,12.5,13.0,0.0004,1947.08,2240.43,3070.02,2516.81,26.31539473,1.970000029,37.4700012,2314.87,117.666687,-31.5,46.6537018,2.0,3.0,2.95444536,-65.7330017,-41.4870987,250887.0,118.262001,257.3389893
